MPID	Name	Name_in_Burmese	Constituency	Region	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year	MotionID	Date_of_Submission	House	Session	Description	Description_in_Burmese	Issue	Purpose	Status	Date_of_Response	Respondant	Respondant_Position
UPMP-01-0112	Dr. Aye Maung	ဒေါက်တာအေးမောင်	Rakhine State, Constituency (1)	Rakhine	RNDP	Male	Rakhine	Buddhism	1-Nov-57	Medicines	First Amyotha Hluttaw	2010	2015	UP-01-03-016	12-Mar-12	First Amyotha Hluttaw	Third Regular Session	Reforming the current public service organzations with the international model, local-asian model	ဝန်ထမ်းအဖွဲ့အစည်း အချို့အား ဖျက်သိမ်းခြင်း၊ ချုံ့ခြင်း၊ ချဲ့ခြင်းနှင့် အသစ်ဖွဲ့စည်းခြင်းများ စနစ်တကျပြုလုပ်ပြီး နိုင်ငံဝန်ထမ်းများ၏တာဝန်၊လုပ်ပိုင်ခွင့်၊ ရပိုင်ခွင့်နှင့် အဆောင်အယောင်များ၊ လစာနှုန်းထား များကို နိုင်ငံတကာစံ၊ ဒေသတွင်းနှင့် အရှေ့တောင်အာရှစံဖြစ်ရေး လုပ်ဆောင်ရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Social Welfare	Scrutiny	Recorded	14-Mar-12	Dr Kan Zaw	Deputy National Planning and Economic Developement Minister
UPMP-01-0112	Dr. Aye Maung	ဒေါက်တာအေးမောင်	Rakhine State, Constituency (1)	Rakhine	RNDP	Male	Rakhine	Buddhism	1-Nov-57	Medicines	First Amyotha Hluttaw	2010	2015	UP-01-04-001	5-Jul-12	First Amyotha Hluttaw	Fourth Regular Session	Appointment of ethnic representatives from self-administered areas to local administrations	တိုင်းရင်းသား လူမျိုးရေးရာ ဝန်ကြီးများနှင့် ရာထူးအလျောက် တိုင်းဒေသကြီး သို့မဟုတ် ပြည်နယ် ဝန်ကြီးဖြစ်ပြီးသော ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်းသို့မဟုတ်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ ဦးစီးအဖွဲ့ ဥက္ကဋ္ဌများ အား တိုင်းဒေသကြီး သို့မဟုတ် ပြည်နယ်အစိုးရအဖွဲ့ အဖွဲ့ဝင်အဖြစ် ပြည်ထောင်စုသမ္မတ မြန်မာနိုင်ငံတော် ဖွဲ့စည်းပုံအခြေခံဥပဒေနှင့် အညီ ထည့်သွင်းဖွဲ့စည်းပေးပါရန် ပြည်ထောင်စု အစိုးရအား တိုက်တွန်းကြောင်း အဆို	Politics	Scrutiny	Rejected	13-Jul-12	U Tun Tun Oo	Deputy Union Attorney-General
UPMP-01-0112	Dr. Aye Maung	ဒေါက်တာအေးမောင်	Rakhine State, Constituency (1)	Rakhine	RNDP	Male	Rakhine	Buddhism	1-Nov-57	Medicines	First Amyotha Hluttaw	2010	2015	UP-01-06-013	7-Feb-13	First Amyotha Hluttaw	Sixth Regular Session	Implementation of border security and immigration management measures in Rakhine conflict	၂၀၁၂ ခုနှစ်၊ ဇွန်လအတွင်း ရခိုင်ပြည်နယ်၌ ဘင်္ဂလီဆူပူမှုကြောင့် ဖြစ်ပွားခဲ့သည့် ပဋိပက္ခများအပေါ် ဆင်ခြင်သုံးသပ်ပြီး နိုင်ငံတော်၏ အချုပ်အခြာအာဏာ တည်တံ့ခိုင်မြဲရေးအတွက် နယ်စပ်လုံခြုံရေး၊ နယ်မြေ အုပ်ချုပ်ရေးနှင့် လူဝင်လူထွက် စီမံခန့်ခွဲရေးဆိုင်ရာ မဟာဗျူဟာမြောက် ရေတို၊ ရေရှည် အထူးအစီအမံတို့ဖြင့် ဦးစားပေးဆောင်ရွက်ရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို 	Military	Scrutiny	Unaccepted
UPMP-01-0109	Dr. Banyar Aung Moe	ဒေါက်တာဗညားအောင်မိုး	Mon State, Constituency (7)	Mon	AMRDP	Male	Mon	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	CBM-01-01-005	25-Mar-11	First Pyidaungsu Hluttaw	First Regular Session	Urging state for national reconcilliation and peace		Peace	Scrutiny	Unaccepted
UPMP-01-0109	Dr. Banyar Aung Moe	ဒေါက်တာဗညားအောင်မိုး	Mon State, Constituency (7)	Mon	AMRDP	Male	Mon	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UP-01-01-015	22-Mar-11	First Amyotha Hluttaw	First Regular Session	Having a resonable price for farmers' crop by the help of Government	တောင်သူလယ်သမားများ စိုက်ပျိုးထုတ်လုပ်သည့် ကောက်ပဲသီးနှံများ သင့်တင့်သည့် တန်ဖိုးရရှိရေးအတွက် နိုင်ငံတော်က ကူညီဆောင်ရွက်ပေးရန်အဆို	Social Welfare	Scrutiny	Withdrawn	23-Mar-11	U Tin Naing Thein	Commerce Minister
UPMP-01-0009	Dr. Htay Win	ဒေါက်တာဌေးဝင်း	Ayeyawady Region, Constituency (5)	Ayeyawady	USDP	Male	Bamar	Buddhism	15-Oct-55	Medicines	First Amyotha Hluttaw	2010	2015	UP-01-06-022	8-Mar-13	First Amyotha Hluttaw	Sixth Regular Session	Giving the Free Medical Service for poor public to reduce poverty	ပြည်ထောင်စုသမ္မတ မြန်မာနိုင်ငံတော်တွင် ကျန်းမာရေးကဏ္ဍ၌ ကျန်းမာရေးစီမံကိန်းများ အရှိန်အဟုန်မြှင့်ဆောင်ရွက် နေကြသကဲ့သို့ ပြည်သူများ ဆင်းရဲနွမ်းပါးမှုလျော့ကျစေရေး အစီအမံတစ်ခုအနေဖြင့် အမှန်တကယ် ဆင်းရဲချို့တဲ့သူများအား စိစစ်၍ အခမဲ့ဆေးကုသမှု (Free Medical Service) ပေးနိုင်ရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Health	Scrutiny
UPMP-01-0009	Dr. Htay Win	ဒေါက်တာဌေးဝင်း	Ayeyawady Region, Constituency (5)	Ayeyawady	USDP	Male	Bamar	Buddhism	15-Oct-55	Medicines	First Amyotha Hluttaw	2010	2015	UP-01-07-004	26-Jun-13	First Amyotha Hluttaw	Seventh Regular Session	Giving Free Medical Service	N/A	Health	Scrutiny	Recorded		Dr. Daw Thein Thein Htay	Deputy Health Minister
UPMP-01-0025	Dr. Khin Maung Lay	ဒေါက်တာခင်မောင်လေး	Bago Region, Constituency (8)	Bago	USDP	Male	Bamar	Buddhism	19-Oct-47	Medicines	First Amyotha Hluttaw	2010	2015	UP-01-10-005	17-Jun-14	First Amyotha Hluttaw	Tenth Regular Session	Plans on Health care in All Basic Education Schools	အခြေခံပညာကျောင်းအားလုံးတွင် ကျောင်းကျန်းမာရေးလုပ်ငန်းများ ပိုမိုထိရောက်စွာ အကောင်အထည်ဖော်နိုင်ရေးအတွက် သန့်ရှင်းသော သောက်ရေနှင့် သုံးရေ လုံလောက်စွာရရှိရေး နိုင်ငံတော်မှ စီမံကိန်းများချမှတ်ဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို	Health	Scrutiny	Postpone	26-Jun-14
UPMP-01-0174	Dr. Khin Shwe	ဒေါက်တာခင်ရွှေ	Yangon Region, Constituency (9)	Yangon	USDP	Male	Bamar	Buddhism	21-Jan-55	Business	First Amyotha Hluttaw	2010	2015	CBM-01-02-002	28-Oct-11	First Pyidaungsu Hluttaw	Second Regular Session	Investing more on related feilds of Electric Power Ministry from the distribution units fee nationwide.		Finance	Scrutiny	Recorded	28-Oct-11	U Khin Maung Soe	No.2 Electiric Power Minister
UPMP-01-0174	Dr. Khin Shwe	ဒေါက်တာခင်ရွှေ	Yangon Region, Constituency (9)	Yangon	USDP	Male	Bamar	Buddhism	21-Jan-55	Business	First Amyotha Hluttaw	2010	2015	UP-01-02-010	26-Aug-11	First Amyotha Hluttaw	Second Regular Session	Urging State to make preparation on currency exchange rate to be fix as now having different exchange rate	လက်ရှိမြန်မာနိုင်ငံတွင် နိုင်ငံခြားငွေ ဖလှယ်နှုန်း အမျိုးမျိုးရှိနေရာမှ တစ်ခုတည်းသော နိုင်ငံခြားငွေဖလှယ်နှုန်း ဖြစ်လာ စေရန် လိုအပ်သည်များကို ယခုအချိန်မှ အစပျိုး၍ စီစဉ်ဆောင်ရွက်ပေးပါရန်၊ ပြည်ထောင်စု အစိုးရအားတိုက်တွန်းကြောင်း၊ အဆို	Finance	Scrutiny	Recorded	30-Aug-11	U Hla Tun	Finance and Revenue Minister
UPMP-01-0174	Dr. Khin Shwe	ဒေါက်တာခင်ရွှေ	Yangon Region, Constituency (9)	Yangon	USDP	Male	Bamar	Buddhism	21-Jan-55	Business	First Amyotha Hluttaw	2010	2015	UP-01-02-026	8-Sep-11	First Amyotha Hluttaw	Second Regular Session	Urging state to prepare necessarity for establishment of stock market	မြန်မာနိုင်ငံအနေဖြင့် အခြား အာဆီယံအဖွဲ့ဝင်နိုင်ငံများနည်းတူ စတော့စျေးကွက်တစ်ခု (Establishment of Stock Market) ထူထောင်နိုင်ရန်အတွက် လိုအပ်သည်များကို ယခုအချိန်မှ အစပျိုး၍ စီစဉ်ဆောင်ရွက်ထားသင့်ကြောင်း ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Finance	Scrutiny	Approved	9-Sep-11	U Hla Tun	Finance and Revenue Minister
UPMP-01-0174	Dr. Khin Shwe	ဒေါက်တာခင်ရွှေ	Yangon Region, Constituency (9)	Yangon	USDP	Male	Bamar	Buddhism	21-Jan-55	Business	First Amyotha Hluttaw	2010	2015	UP-01-02-027	8-Sep-11	First Amyotha Hluttaw	Second Regular Session	Urging state to strength and reform higher educational sector	ပညာရေးဝန်ထမ်းများ ဘဝမြှင့်တင်ရေးအတွက် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို	Education	Scrutiny	Rejected	9-Sep-11
UPMP-01-0174	Dr. Khin Shwe	ဒေါက်တာခင်ရွှေ	Yangon Region, Constituency (9)	Yangon	USDP	Male	Bamar	Buddhism	21-Jan-55	Business	First Amyotha Hluttaw	2010	2015	UP-01-07-007	27-Jun-13	First Amyotha Hluttaw	Seventh Regular Session	Extanding Consulate and Consul	မြန်မာနိုင်ငံသည် နိုင်ငံတကာနှင့် စီးပွားကူးသန်းရောင်းဝယ်ရေး တိုးမြှင့်ရန်အတွက် ကောင်စစ်ဝန်ချုပ်ရုံး၊ ဂုဏ်ထူးဆောင် ကောင်စစ်ဝန် စသည်များ တိုးချဲ့ဆောင်ရွက်ရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို 	Administration	Scrutiny	Approved		U Zin Yaw	Deputy Foreign Affairs Minister
LWMP-01-0018	Dr. Kyaw Myint	ဒေါက်တာကျော်မြင့်	Chanaye Tharsan Tsp	Mandalay	USDP	Male	Bamar	Buddhism	22-Jan-40	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-03-010	8-Mar-12	First Pyithu Hluttaw	Third Regular Session	Nurturing nursing assistances		Health	Scrutiny	Approved	8-Mar-12	Dr Pe Thet Khin	Health Minister
LWMP-01-0008	Dr. Maung Maung Wint	ဒေါက်တာမောင်မောင်ဝင့်	Bahan Tsp	Yangon	USDP	Male	Bamar	Buddhism	5-Mar-43	Medicines	First Pyithu Hluttaw	2010	2015	LWM-01-02-007	25-Aug-11	First Pyithu Hluttaw	Second Regular Session	Changing further medical study policy	“ပြည်ပနိုင်ငံများသို့ ဆေးပညာအထူးပြု ဘာသာရပ်များကို လေ့လာသင်ယူရန် အဆင့်တူဘွဲ့၊ ဒီပလိုမာအတွက် စေလွှတ်ခွင့် မရှိစေသော နိုင်ငံခြားပညာသင်မူကို ခြွင်းချက်ထားစဉ်းစားပေးပါရန် ”အဆို	Health	Scrutiny	Withdrawn
LWMP-01-0008	Dr. Maung Maung Wint	ဒေါက်တာမောင်မောင်ဝင့်	Bahan Tsp	Yangon	USDP	Male	Bamar	Buddhism	5-Mar-43	Medicines	First Pyithu Hluttaw	2010	2015	LWM-01-02-054	23-Aug-11	First Pyithu Hluttaw	Second Regular Session	Recognizing Myanmar Medical Council as independent professional body	“မြန်မာနိုင်ငံဆေးကောင်စီ ( Myanmar Medical Council ) အား အစိုးရမဟုတ်သောလွတ်လပ်သော Professional Body အဖြစ် ရပ်တည်ခွင့်ပြုမိန့် ” အဆို	Health	Scrutiny	Approved	24-Aug-11	Dr Pe Thet Khin	Health Minister
LWMP-01-0008	Dr. Maung Maung Wint	ဒေါက်တာမောင်မောင်ဝင့်	Bahan Tsp	Yangon	USDP	Male	Bamar	Buddhism	5-Mar-43	Medicines	First Pyithu Hluttaw	2010	2015	LWM-01-02-055	23-Aug-11	First Pyithu Hluttaw	Second Regular Session	Drafting rules and regulations for formation of Medical Protection Society	“ဆေးပညာရှင်များ ကာကွယ်ရေးအဖွဲ့ Medical Protection Society ဖွဲ့စည်းနိုင်ရေးအတွက် လိုအပ်သောဥပဒေ၊ နည်းဥပဒေများ စီမံဆောင်ရွက်သင့်ကြောင်း” အဆို	Health	Legislation	Approved	24-Aug-11	Dr Pe Thet Khin	Health Minister
UPMP-01-0026	Dr. Mya Oo	ဒေါက်တာမြဦး	Bago Region, Constituency (9)	Bago	USDP	Male	Bamar	Buddhism	25-Jan-40	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-02-002	24-Aug-11	First Amyotha Hluttaw	Second Regular Session	Making more investment on public health care for State Economic developement	နိုင်ငံတော်စီးပွားရေး ဖွံ့ဖြိုး တိုးတက်ရေးအတွက် ကျန်းမာရေးကဏ္ဍတွင် တိုးမြှင့်ရင်းနှီးမြှုပ်နှံရန် ပြည်ထောင်စု အစိုးရအား တိုက်တွန်းကြောင်း အဆို	Health	Scrutiny	Approved	25-Aug-11	U Khin Aung Myint	Amyotha Hluttaw's President
UPMP-01-0026	Dr. Mya Oo	ဒေါက်တာမြဦး	Bago Region, Constituency (9)	Bago	USDP	Male	Bamar	Buddhism	25-Jan-40	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-02-003	24-Aug-11	First Amyotha Hluttaw	Second Regular Session	Making more investment rurial health care for State Economic developement and losen poverty	ဆင်းရဲမှုလျော့နည်း ပပျောက်ရေးနှင့် စီးပွားရေး ဖွံ့ဖြိုးတိုးတက်ရေးအတွက် ကျေးလက်ဒေသ ကျန်းမာရေး စောင့်ရှောက်မှု တိုးမြှင့်ဆောင်ရွက်ရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို 	Health	Scrutiny	Approved	25-Aug-11	U Khin Aung Myint	Amyotha Hluttaw's President
