MPID	Name	Name_in_Burmese	Constituency	Region	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year	QuestionID	House	Session	Date	Description	Description_in_Burmese	Issue	Respondant	Respondant_Position	Response	Purpose
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-225	First Pyithu Hluttaw	Second Regular Session	4-Oct-11	Whether Maiyal Tsp includes in Telecommunication Development Projects 1st year programme		Services	U Thein Tun	Communiction and Information Technology Minister	Affirmative	Representation
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-284	First Pyithu Hluttaw	Second Regular Session	21-Oct-11	Goverment and Hluttaw of Shan State		Politics	U Soe Maung	President Office Minister	Affirmative	Representation
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-314	First Pyithu Hluttaw	Second Regular Session	27-Oct-11	Department Head of the Ministry for education		Health	U Aye Kyu	Deputy Education Minister	Negative	Scrutiny
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-317	First Pyithu Hluttaw	Second Regular Session	27-Oct-11	To pay principals of High Schools as gazetted officers		Education	U Aye Kyu	Deputy Education Minister	Negative	Scrutiny
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-320	First Pyithu Hluttaw	Second Regular Session	27-Oct-11	Promoting Headmasters		Administration	U Aye Kyu	Deputy Education Minister	Affirmative	Scrutiny
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-04-119	First Pyithu Hluttaw	Fourth Regular Session	20-Aug-12	Ongoing fighting in ethnic areas		Peace	U Aung Min	Union Peace-making Committee Vice-Chair	Affirmative	Scrutiny
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-06-021	First Pyithu Hluttaw	Sixth Regular Session	18-Jan-13			Infrasturctural Development	U Soe Tint	Deputy Construction Minister	Affirmative	Representation
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-07-007	First Pyithu Hluttaw	Seventh Regular Session	25-Jun-13	Supervising on Rual Development Companies		Development	Generl Zaw Win	Deputy Minister	Affirmative	Scrutiny
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-07-017	First Pyithu Hluttaw	Seventh Regular Session	26-Jun-13	Restricting without cars		Administration	U Chan Maung	Deputy Minister	Underway	Scrutiny
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-07-045	First Pyithu Hluttaw	Seventh Regular Session	2-Jul-13	Laws About Militia		Administration	Brig. General Aung Thaw	Deputy Defance Minister	Affirmative	Scrutiny
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-07-154	First Pyithu Hluttaw	Seventh Regular Session	1-Aug-13	Construction of a dam near Nawah village		Agriculture	U Khin Zaw	Deputy Agriculture Minister	Underway	Representation
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-09-059	First Pyithu Hluttaw	Ninth Regular Session	29-Jan-14	Repairing Nanma and Narli Bridges		Infrasturctural Development	U Soe Thint	D M	Underway	Representation
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-09-134	First Pyithu Hluttaw	Ninth Regular Session	5-Mar-14	Duration of the bridge No 2/71 Hko Long bridge on the road of Mehan-Mineral-Kyaethee		Infrasturctural Development	U Soe Tint	Deputy Construction Minister	Affirmative	Representation
LWMP-01-0179	U Sai Thiha Kyaw	ဦးစိုင်းသီဟကျော်	Minyal Tsp	Shan	SNDP	Male	Shan	Buddhism	17-Jan-75	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-09-142	First Pyithu Hluttaw	Ninth Regular Session	6-Mar-14	Upgrading the Manmon village health care center to distric level hospital and opening the village he		Health	Dr. Daw Thein Thein Htay	Deputy Health Minister	Affirmative	Representation
LWMP-01-0181	U Kyaw Soe Lay	ဦးကျော်စိုးလေး	Mo Hnyinn Tsp	Kachin	USDP	Male	Time Line	Buddhism	12-Nov-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-01-027	First Pyithu Hluttaw	First Regular Session	16-Mar-11	Maintenace of Mandalay-Myitkyina road		Infrasturctural Development	U Khin Maung Myint	Construction Minister	Affirmative	Representation
LWMP-01-0181	U Kyaw Soe Lay	ဦးကျော်စိုးလေး	Mo Hnyinn Tsp	Kachin	USDP	Male	Time Line	Buddhism	12-Nov-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-119	First Pyithu Hluttaw	Second Regular Session	9-Sep-11	Tu upgrade Mandalay - MyitKyina Railway and running coaches		Infrasturctural Development	U Aung Min	Rail Transportation Minister	Affirmative	Representation
LWMP-01-0181	U Kyaw Soe Lay	ဦးကျော်စိုးလေး	Mo Hnyinn Tsp	Kachin	USDP	Male	Time Line	Buddhism	12-Nov-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-03-056	First Pyithu Hluttaw	Third Regular Session	20-Feb-12	Distribution of electricity		Services	U Aung Than Oo	Deputy Electric Power Minister	Affirmative	Representation
LWMP-01-0181	U Kyaw Soe Lay	ဦးကျော်စိုးလေး	Mo Hnyinn Tsp	Kachin	USDP	Male	Time Line	Buddhism	12-Nov-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-06-097	First Pyithu Hluttaw	Sixth Regular Session	4-Feb-13			Services	U Win Than	Deputy Communications and Information Technology Minister	Negative	Representation
LWMP-01-0182	U Zaw Tun	ဦးဇော်ထွန်း	Mo Mout Tsp	Kachin	SNDP	Male	Shan	Buddhism	3-Jan-84	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-01-025	First Pyithu Hluttaw	First Regular Session	15-Mar-11	Drafting law for teaching ethnic language		Ethnic Affairs	Dr Chan Nyein	Education Minister	Negative	Scrutiny
LWMP-01-0182	U Zaw Tun	ဦးဇော်ထွန်း	Mo Mout Tsp	Kachin	SNDP	Male	Shan	Buddhism	3-Jan-84	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-06-011	First Pyithu Hluttaw	Sixth Regular Session	11-Jan-13			Services	U Win Than	Deputy Communications and Information Technology Minister	Affirmative	Representation
LWMP-01-0182	U Zaw Tun	ဦးဇော်ထွန်း	Mo Mout Tsp	Kachin	SNDP	Male	Shan	Buddhism	3-Jan-84	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-06-117	First Pyithu Hluttaw	Sixth Regular Session	20-Feb-13			Education	Dr Mya Aye	Education Minister	Unclear	Scrutiny
LWMP-01-0182	U Zaw Tun	ဦးဇော်ထွန်း	Mo Mout Tsp	Kachin	SNDP	Male	Shan	Buddhism	3-Jan-84	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-06-155	First Pyithu Hluttaw	Sixth Regular Session	7-Mar-13			Finance	Dr Lin Aung	Deputy Finance and Revenue Minister	Affirmative	Scrutiny
LWMP-01-0182	U Zaw Tun	ဦးဇော်ထွန်း	Mo Mout Tsp	Kachin	SNDP	Male	Shan	Buddhism	3-Jan-84	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-07-251	First Pyithu Hluttaw	Seventh Regular Session	30-Aug-13	Opening Agro Bank in Momauk		Agriculture	U Ohn Than	Deputy Agriculture and Irrigation Minister	Negative	Representation
LWMP-01-0183	U Ba Htay	ဦးဘဌေး	Moe Goke Tsp	Mandalay	USDP	Male	Palaung	Buddhism	2-Nov-46	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-129	First Pyithu Hluttaw	Second Regular Session	12-Sep-11	Gems mining licenses		Mining	U Thein Htaik	Mine Minister	Unclear	Representation
LWMP-01-0183	U Ba Htay	ဦးဘဌေး	Moe Goke Tsp	Mandalay	USDP	Male	Palaung	Buddhism	2-Nov-46	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-03-111	First Pyithu Hluttaw	Third Regular Session	14-Mar-12	Construction of 1000-bedded hospital		Infrasturctural Development	Maj-Gen Zaw Win	Deputy Border Affairs Minister	Negative	Representation
LWMP-01-0184	U Sai Kyaw Myint	ဦးစိုင်းကျော်မြင့်	Moene Tsp	Shan	SNDP	Male	Shan	Buddhism	8-Jun-45	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-305	First Pyithu Hluttaw	Second Regular Session	25-Oct-11	To use electricity in Narkhan village tract		Services	U Khin Maung Soe	Electiric Power Minister	Underway	Representation
LWMP-01-0184	U Sai Kyaw Myint	ဦးစိုင်းကျော်မြင့်	Moene Tsp	Shan	SNDP	Male	Shan	Buddhism	8-Jun-45	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-06-127	First Pyithu Hluttaw	Sixth Regular Session	21-Feb-13			Infrasturctural Development	U Soe Tint	Deputy Construction Minister	Affirmative	Representation
LWMP-01-0184	U Sai Kyaw Myint	ဦးစိုင်းကျော်မြင့်	Moene Tsp	Shan	SNDP	Male	Shan	Buddhism	8-Jun-45	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-07-247	First Pyithu Hluttaw	Seventh Regular Session	30-Aug-13	Repairing bailey bridge on Loilem-Mongpan Road		Infrasturctural Development	U Soe Tint	Deputy Construction Minister	Affirmative	Representation
LWMP-01-0184	U Sai Kyaw Myint	ဦးစိုင်းကျော်မြင့်	Moene Tsp	Shan	SNDP	Male	Shan	Buddhism	8-Jun-45	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-10-029	First Pyithu Hluttaw	Tenth Regular Session	5-Jun-14	Supplying doctors and other staffs to Kyaing Taung Tsp and putting up a fance		Health	Dr. Than Aung	Deputy Health Minister	Affirmative	Representation
LWMP-01-0185	U Kyaw Myint	ဦးကျော်မြင့်	Momeik Tsp	Shan	NUP	Male	Bamar	Buddhism	3-Mar-57	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-02-013	First Pyithu Hluttaw	Second Regular Session	24-Aug-11	Capacity Development Degree College for Ethnic Youth		Education	Lt-Gen Thein Htay	Border Affairs Minister	Affirmative	Scrutiny
LWMP-01-0185	U Kyaw Myint	ဦးကျော်မြင့်	Momeik Tsp	Shan	NUP	Male	Bamar	Buddhism	3-Mar-57	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-02-070	First Pyithu Hluttaw	Second Regular Session	31-Aug-11	Distribution of Fertilizer		Agriculture	U Myint Hlaing	Agriculture and Irrigation Minister	Affirmative	Representation
LWMP-01-0185	U Kyaw Myint	ဦးကျော်မြင့်	Momeik Tsp	Shan	NUP	Male	Bamar	Buddhism	3-Mar-57	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-02-242	First Pyithu Hluttaw	Second Regular Session	6-Oct-11	To repair Moemeik - ThitKhwepin - Twinnge road		Infrasturctural Development	U Khin Maung Myint	Construction Minister	Affirmative	Representation
LWMP-01-0185	U Kyaw Myint	ဦးကျော်မြင့်	Momeik Tsp	Shan	NUP	Male	Bamar	Buddhism	3-Mar-57	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-02-278	First Pyithu Hluttaw	Second Regular Session	20-Oct-11	To build overflow canals		Agriculture	U Khin Zaw	Deputy Agriculture and Irrigation Minister	Negative	Representation
LWMP-01-0185	U Kyaw Myint	ဦးကျော်မြင့်	Momeik Tsp	Shan	NUP	Male	Bamar	Buddhism	3-Mar-57	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-04-005	First Pyithu Hluttaw	Fourth Regular Session	5-Jul-12	Upgrade of Bawde middle school in Mongmit Township, Shan State		Education	U Aye Kyu	Deputy Education Minister	Affirmative	Representation
LWMP-01-0185	U Kyaw Myint	ဦးကျော်မြင့်	Momeik Tsp	Shan	NUP	Male	Bamar	Buddhism	3-Mar-57	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-04-031	First Pyithu Hluttaw	Fourth Regular Session	10-Jul-12	Improvement of telephone line quality in Mongmit Township, Shan State		Services	U Thein Tun	Communications and Information Technology Minister	Affirmative	Scrutiny
LWMP-01-0185	U Kyaw Myint	ဦးကျော်မြင့်	Momeik Tsp	Shan	NUP	Male	Bamar	Buddhism	3-Mar-57	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-04-041	First Pyithu Hluttaw	Fourth Regular Session	11-Jul-12	Electricity supply to Mogok Township, Mandalay Division		Services	U Khin Maung Soe	Electric Power Minister	Underway	Representation
LWMP-01-0185	U Kyaw Myint	ဦးကျော်မြင့်	Momeik Tsp	Shan	NUP	Male	Bamar	Buddhism	3-Mar-57	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-04-054	First Pyithu Hluttaw	Fourth Regular Session	13-Jul-12	Scrutiny of teachers’ stipends		Education	U Aye Kyu	Deputy Education Minister	Negative	Scrutiny
LWMP-01-0186	U Khin Maung Oo	ဦးခင်မောင်ဦး	Mone Ywa Tsp	Sagaing	USDP	Male	Bamar	Buddhism	22-Jan-45	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-03-023	First Pyithu Hluttaw	Third Regular Session	30-Jan-12	Upgrading people's hospital		Health	Dr Pe Thet Khin	Health Minister	Negative	Scrutiny
LWMP-01-0187	U Kyaw Tin Shwe	ဦးကျော်တင်ရွှေ	Mongshu Tsp	Shan	USDP	Male	Shan	Buddhism	5-Mar-56	Others	First Pyithu Hluttaw	2010	2015	LWQ-01-02-234	First Pyithu Hluttaw	Second Regular Session	5-Oct-11	To repair Mainaung road and re-build Nant Kat Bridge		Infrasturctural Development	U Khin Maung Myint	Construction Minister	Affirmative	Representation
LWMP-01-0187	U Kyaw Tin Shwe	ဦးကျော်တင်ရွှေ	Mongshu Tsp	Shan	USDP	Male	Shan	Buddhism	5-Mar-56	Others	First Pyithu Hluttaw	2010	2015	LWQ-01-02-292	First Pyithu Hluttaw	Second Regular Session	21-Oct-11	Privatization of the state - owned enterprises		Business	Dr. Kan Zaw	Deputy National Planing and Economic Development Minister	Affirmative	Scrutiny
LWMP-01-0187	U Kyaw Tin Shwe	ဦးကျော်တင်ရွှေ	Mongshu Tsp	Shan	USDP	Male	Shan	Buddhism	5-Mar-56	Others	First Pyithu Hluttaw	2010	2015	LWQ-01-09-033	First Pyithu Hluttaw	Ninth Regular Session	23-Jan-14	Building sports field in Mongshu		Sport	U Aung Thein	Deputy Presidents Office Minister	Affirmative	Representation
LWMP-01-0187	U Kyaw Tin Shwe	ဦးကျော်တင်ရွှေ	Mongshu Tsp	Shan	USDP	Male	Shan	Buddhism	5-Mar-56	Others	First Pyithu Hluttaw	2010	2015	LWQ-01-09-065	First Pyithu Hluttaw	Ninth Regular Session	3-Feb-14	Requiring Fire station and fire engine		Development	Brig.Gen Kyaw Zan Myint	D M	Affirmative	Representation
LWMP-01-0187	U Kyaw Tin Shwe	ဦးကျော်တင်ရွှေ	Mongshu Tsp	Shan	USDP	Male	Shan	Buddhism	5-Mar-56	Others	First Pyithu Hluttaw	2010	2015	LWQ-01-09-109	First Pyithu Hluttaw	Ninth Regular Session	19-Feb-14	Building GSM Tower		Infrasturctural Development	U Win Than	D M	Affirmative	Representation
LWMP-01-0187	U Kyaw Tin Shwe	ဦးကျော်တင်ရွှေ	Mongshu Tsp	Shan	USDP	Male	Shan	Buddhism	5-Mar-56	Others	First Pyithu Hluttaw	2010	2015	LWQ-01-09-143	First Pyithu Hluttaw	Ninth Regular Session	6-Mar-14	Building six village health care center buildings and innovating staff housing of Mineshu Tps Hospit		Health	Dr. Daw Thein Thein Htay	Deputy Health Minister	Unclear	Representation
LWMP-01-0188	U Nan Oo	ဦးနန်းဦး	Monyo Tsp	Bago	USDP	Male	Bamar	Buddhism	12-Dec-70	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-02-243	First Pyithu Hluttaw	Second Regular Session	6-Oct-11	To repair Htanpingone bridge on Moenyo - Minhla road		Infrasturctural Development	U Khin Maung Myint	Construction Minister	Affirmative	Representation
LWMP-01-0188	U Nan Oo	ဦးနန်းဦး	Monyo Tsp	Bago	USDP	Male	Bamar	Buddhism	12-Dec-70	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-02-279	First Pyithu Hluttaw	Second Regular Session	20-Oct-11	To build Myitmakha creek Embandment and drains		Agriculture	U Khin Zaw	Deputy Agriculture and Irrigation Minister	Underway	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-01-001	First Pyithu Hluttaw	First Regular Session 	9-Mar-11	Preservation of MraukU ancient city		Culture	U Khin Aung Myint	Culture Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-01-022	First Pyithu Hluttaw	First Regular Session	15-Mar-11	Upgrading middle school in MraukU		Education	Dr Chan Nyein	Education Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-03-113	First Pyithu Hluttaw	Third Regular Session	14-Mar-12	Re-construction of Yepaukwa bridge		Infrasturctural Development	Maj-Gen Zaw Win	Deputy Border Affairs Minister	Underway	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-04-030	First Pyithu Hluttaw	Fourth Regular Session	10-Jul-12	Opening of a rural health center in Kyiyabyin Village, Mrauk U Township, Arakan State		Health	Dr Win Myint	Deputy Health Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-04-036	First Pyithu Hluttaw	Fourth Regular Session	10-Jul-12	Opening of a rural health center in Kyiyabyin Village, Mrauk U Township, Arakan State		Health	Dr. Win Myint	Deputy Health Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-06-107	First Pyithu Hluttaw	Sixth Regular Session	6-Feb-13			Infrasturctural Development	U Han Sein	Deputy Transport Minister	Negative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-06-120	First Pyithu Hluttaw	Sixth Regular Session	20-Feb-13			Tourism	Dr Tin Shwe	Deputy Hotels and Tourism Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-09-098	First Pyithu Hluttaw	Ninth Regular Session	17-Feb-14	Extanding Myaukoo People hospital		Health	Daw Thein Thein Htay	D M	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-038	First Pyithu Hluttaw	Tenth Regular Session	10-Jun-14	Innovating the road to Five Man Pagoda with new coal tar		Infrasturctural Development	U Aung Thein	Deputy President's office 4 Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-088	First Pyithu Hluttaw	Tenth Regular Session	18-Jun-14	Innovating the demaged dam of Kala Pone Kyun in Mauk Oo		Infrasturctural Development	U Aung Thein	Deputy President's offfice 4 Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-105	First Pyithu Hluttaw	Tenth Regular Session	20-Jun-14	Plan for building a relay station in Mauk Oo Tsp		Services	U Ye Htut	Deputy Information Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-218	First Pyithu Hluttaw	Tenth Regular Session	18-Jul-14	Compensation for Farmers		Land Grab	Brig. Gen. Kyaw Zan Myint	Deputy Home Affair Minister	Negative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-11-037	First Pyithu Hluttaw	Eleventh Regular Session	18-Sep-14	Building the Civil Servents Housings in 2015-2016 Budget year		Social Welfare	U Aung Thein	Deputy President's office 4 Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-02-232	First Pyithu Hluttaw	Second Regular Session	5-Oct-11	To repair asphalt road in Myauk U Region		Infrasturctural Development	U Khin Maung Myint	Construction Minister	Affirmative	Representation
LWMP-01-0189	U Aung Tun Tha	ဦးအောင်ထွန်းသာ	Mrauk Oo Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	17-Aug-47	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-02-235	First Pyithu Hluttaw	Second Regular Session	5-Oct-11	To build Kanhla and Naung Bin Zay bridge, in Myauk U Tsp		Infrasturctural Development	Lt-Gen Thein Htay	Border Affairs Minister	Affirmative	Representation
LWMP-01-0190	U Mya Thein	ဦးမြသိန်း	Mudon Tsp	Mon	USDP	Male	Mon	Buddhism	9-Apr-47	Education	First Pyithu Hluttaw	2010	2015	LWQ-01-06-196	First Pyithu Hluttaw	Sixth Regular Session	22-Mar-13			Social Welfare	U Khin Zaw	Deputy Agriculture and Irrigation Minister	Affirmative	Representation
LWMP-01-0190	U Mya Thein	ဦးမြသိန်း	Mudon Tsp	Mon	USDP	Male	Mon	Buddhism	9-Apr-47	Education	First Pyithu Hluttaw	2010	2015	LWQ-01-07-196	First Pyithu Hluttaw	Seventh Regular Session	19-Aug-13	Construction of Myanmar Economic Bank in Mudon		Infrasturctural Development	Dr. Lin Aung	Deputy Finance and Revenue Minister	Affirmative	Representation
LWMP-01-0190	U Mya Thein	ဦးမြသိန်း	Mudon Tsp	Mon	USDP	Male	Mon	Buddhism	9-Apr-47	Education	First Pyithu Hluttaw	2010	2015	LWQ-01-10-135	First Pyithu Hluttaw	Tenth Regular Session	27-Jun-14	Getting electricity to Bokalay downtown		Energy	U Maw Tha Htwe	Deputy Energy Minister	Affirmative	Representation
LWMP-01-0190	U Mya Thein	ဦးမြသိန်း	Mudon Tsp	Mon	USDP	Male	Mon	Buddhism	9-Apr-47	Education	First Pyithu Hluttaw	2010	2015	LWQ-01-10-175	First Pyithu Hluttaw	Tenth Regular Session	7-Jul-14	Moving 3 poultry farm in Mudone		Health	U Aung Thein	Deputy President's Office (4) Minister	Underway	Representation
LWMP-01-0191	U Sai Bo Aung	ဦးစိုင်းဘိုအောင်	Muse Tsp	Shan	SNDP	Male	Shan	Buddhism	11-Jun-56	Education	First Pyithu Hluttaw	2010	2015	LWQ-01-01-012	First Pyithu Hluttaw	First Regular Session	11-Mar-11	Allowing students from Shan State to join relatively nearer Mandalay Medicines University		Education	U Kyaw Myint	Health Minister	Negative	Representation
LWMP-01-0191	U Sai Bo Aung	ဦးစိုင်းဘိုအောင်	Muse Tsp	Shan	SNDP	Male	Shan	Buddhism	11-Jun-56	Education	First Pyithu Hluttaw	2010	2015	LWQ-01-01-014	First Pyithu Hluttaw	First Regular Session	11-Mar-11	Mobile sim card sales		Services	U Thine Zaw	Communications and Information Technology Minister	Underway	Scrutiny
LWMP-01-0191	U Sai Bo Aung	ဦးစိုင်းဘိုအောင်	Muse Tsp	Shan	SNDP	Male	Shan	Buddhism	11-Jun-56	Education	First Pyithu Hluttaw	2010	2015	LWQ-01-02-010	First Pyithu Hluttaw	Second Regular Session	24-Aug-11	About Tobacco Products Control Law		Health	Dr. Tun Shin	Union Attorney-General	Affirmative	Legislation
LWMP-01-0191	U Sai Bo Aung	ဦးစိုင်းဘိုအောင်	Muse Tsp	Shan	SNDP	Male	Shan	Buddhism	11-Jun-56	Education	First Pyithu Hluttaw	2010	2015	LWQ-01-02-169	First Pyithu Hluttaw	Second Regular Session	23-Sep-11	Naming ethnicity in CSCs		Civic Rights	U Khin Yi	Immigration and Population Minister	Unclear	Scrutiny
LWMP-01-0191	U Sai Bo Aung	ဦးစိုင်းဘိုအောင်	Muse Tsp	Shan	SNDP	Male	Shan	Buddhism	11-Jun-56	Education	First Pyithu Hluttaw	2010	2015	LWQ-01-03-116	First Pyithu Hluttaw	Third Regular Session	23-Apr-12	Traffic  accident		Administration	Brig-Gen Kyaw Zan Myint	Deputy Home Minister	Affirmative	Scrutiny
