MPID	Name	Name_in_Burmese	Constituency	Region	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year	QuestionID	House	Session	Date	Description	Description_in_Burmese	Issue	Respondant	Respondant_Position	Response	Purpose
LWMP-01-0347	U Thar Win	ဦးသာဝင်း	Yankin Tsp	Yangon	USDP	Male	Bamar	Buddhism	10-Jul-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-09-139	First Pyithu Hluttaw	Ninth Regular Session	6-Mar-14	Getting connection of Mobile Network all over Yangon-Mandalay Highway road		Services	U Win Than	Deputy Commucations and Information Technology Minister	Underway	Scrutiny
LWMP-01-0347	U Thar Win	ဦးသာဝင်း	Yankin Tsp	Yangon	USDP	Male	Bamar	Buddhism	10-Jul-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-09-155	First Pyithu Hluttaw	Ninth Regular Session	12-Mar-14	Ammount of publishing rate for Law, by laws, orders etc and distribute more to be accessiable to peo		Administration	U Paik Htwe	Deputy Information Minister	Affirmative	Scrutiny
LWMP-01-0347	U Thar Win	ဦးသာဝင်း	Yankin Tsp	Yangon	USDP	Male	Bamar	Buddhism	10-Jul-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-130	First Pyithu Hluttaw	Tenth Regular Session	26-Jun-14	Planting life long trees and toddy plam along the high way road of Ygn-Mdy		Infrasturctural Development	U Soe Tint	Deputy Construction Minister	Affirmative	Scrutiny
LWMP-01-0347	U Thar Win	ဦးသာဝင်း	Yankin Tsp	Yangon	USDP	Male	Bamar	Buddhism	10-Jul-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-148	First Pyithu Hluttaw	Tenth Regular Session	30-Jun-14	Building Hospital at Yankin		Health	Dr. Than Aung	Deputy Health Minister	Unclear	Representation
LWMP-01-0347	U Thar Win	ဦးသာဝင်း	Yankin Tsp	Yangon	USDP	Male	Bamar	Buddhism	10-Jul-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-160	First Pyithu Hluttaw	Tenth Regular Session	3-Jul-14	Giving Public Talk for Farmers		Agriculture	U Ohn Than	Deputy Agriculture and Irrigation Minister	Mixed Answer	Scrutiny
LWMP-01-0348	U Aung Kyaw Oo	ဦးအောင်ကျော်ဦး	Yay Oo Tsp	Sagaing	USDP	Male	Bamar	Buddhism	27-Nov-56	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-122	First Pyithu Hluttaw	Second Regular Session	9-Sep-11	Charging toll		Taxation	U Khin Maung Myint	Construction Minister	Affirmative	Scrutiny
LWMP-01-0348	U Aung Kyaw Oo	ဦးအောင်ကျော်ဦး	Yay Oo Tsp	Sagaing	USDP	Male	Bamar	Buddhism	27-Nov-56	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-123	First Pyithu Hluttaw	Second Regular Session	12-Sep-11	Muu River erosion		Environment	U Nyan Tun Aung	Transport Minister	Underway	Representation
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-02-125	First Pyithu Hluttaw	Second Regular Session	12-Sep-11	Conservation of Nagwun River		Environment	U Ohn Than	Deputy Agriculture and Irrigation Minister	Negative	Representation
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-04-138	First Pyithu Hluttaw	Fourth Regular Session	28-Aug-12	Loans to farmers		Agriculture	U Khin Zaw	Deputy Agriculture and Irrigation Minister	Negative	Scrutiny
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-07-138	First Pyithu Hluttaw	Seventh Regular Session	29-Jul-13	Opening Rual Dispansary in Kaykulay		Health	Dr. Daw Thein Thein Htay	Deputy Health Minister	Affirmative	Representation
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-07-186	First Pyithu Hluttaw	Seventh Regular Session	12-Aug-13	Drinking water tanks in three villages		Social Welfare	U Thant Shin	Deputy President Office Minister	Affirmative	Representation
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-09-129	First Pyithu Hluttaw	Ninth Regular Session	4-Mar-14	Innovating the two villages cross bridges in Ye Kyi Tps		Infrasturctural Development	U Tin Ngwe	Deputy Livestock, Fishries, and Rural Development Minister	Affirmative	Representation
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-09-168	First Pyithu Hluttaw	Ninth Regular Session	18-Mar-14	Upgrading the earth road of Kyaungphar-Phattalatt-Nwaryaytaik to strong road		Infrasturctural Development	Dr Aung Myat Oo	Deputy Livestock, Fishries, and Rural Development Minister	Affirmative	Representation
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-10-119	First Pyithu Hluttaw	Tenth Regular Session	24-Jun-14	Upgrading Ye Kyi Tps Hospital to 50 beds Hospital		Health	Dr Than Aung	Deputy Health Minister	Negative	Representation
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-10-154	First Pyithu Hluttaw	Tenth Regular Session	1-Jul-14	Upgrading Earth road in Yaekyi		Infrasturctural Development	U Tin Ngwe	Deputy Lifestock, Fisheries, and Rural Development Minister	Affirmative	Representation
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-10-196	First Pyithu Hluttaw	Tenth Regular Session	14-Jul-14	Upgrading the village linking earth road to use season round		Infrasturctural Development	U Tin Ngwe	Deputy Lifestock, Fisheries, and Rural Development Minister	Affirmative	Representation
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	Ayeyawady	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015	LWQ-01-11-131	First Pyithu Hluttaw	Eleventh Regular Session	20-Oct-14	Supporting for the Development of Quarter in all Township		Development	Daw Lei Lei thein	Deputy National Palning and Economic Development Minister	Affirmative	Scrutiny
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-02-069	First Pyithu Hluttaw	Second Regular Session	31-Aug-11	To link up to the high voltage transmisssion line		Infrasturctural Development	U Khin Maung Soe	Electiric Power Minister	Underway	Representation
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-02-117	First Pyithu Hluttaw	Second Regular Session	9-Sep-11	Thanphyuzarat - Ye Motor Road		Infrasturctural Development	U Khin Maung Myint	Construction Minister	Affirmative	Representation
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-08-116	First Pyithu Hluttaw	Eight Regular Session	4-Nov-13	Building more mobile network tower of GSM and CDMA in Ye, Lamine Tps branches and Kawzar Tps branche		Infrasturctural Development	U Win Than	Deputy Communications and Information Techonology Minister	Affirmative	Representation
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-09-031	First Pyithu Hluttaw	Ninth Regular Session	23-Jan-14	Building 2 bridges in Ye		Infrasturctural Development	U Aung Thein	Deputy Presidents Office Minister	Negative	Representation
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-09-046	First Pyithu Hluttaw	Ninth Regular Session	27-Jan-14	Building Hospital in Ye		Health	Dr.Than Aung	D M	Affirmative	Representation
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-09-067	First Pyithu Hluttaw	Ninth Regular Session	4-Feb-14	Forming Special Drugs Units		Administration	Brig.Gen Kyaw Zan Myint	D M	Affirmative	Representation
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-002	First Pyithu Hluttaw	Tenth Regular Session	29-May-14	Opening  Adminstration Department of Transportation in Ye and giving driving licens for rual people		Transportation	U Chan Maung	Deputy Rail Transportation Minister	Affirmative	Representation
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-047	First Pyithu Hluttaw	Tenth Regular Session	11-Jun-14	Hiring a lawyer concering with Myanmar worker death case in Jeju, Korea		Civic Rights	U Htin Aung	Deputy Labour, Emplyoment and Social Security Minister	Unclear	Scrutiny
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-087	First Pyithu Hluttaw	Tenth Regular Session	18-Jun-14	Upgrading the sport centers in Ye and building some sport centers in branches Tps		Sport	U Aung Thein	Deputy President's offfice 4 Minister	Affirmative	Representation
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-117	First Pyithu Hluttaw	Tenth Regular Session	24-Jun-14	Giving back to landowner of the Kala Koke island invided by the Mawrawaddy navy in Lamine		Real Estate	Maj-Gen Kyaw Nyunt	Deputy Defence Minister	Negative	Representation
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-185	First Pyithu Hluttaw	Tenth Regular Session	8-Jul-14	Supporting Rubber Planner		Agriculture	U Oh Than	Deputy Agriculture and Irrigation Minister	Mixed Answer	Scrutiny
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-11-056	First Pyithu Hluttaw	Eleventh Regular Session	23-Sep-14	Planing for Firehouse Car on All State and Region and in Ye Tsp:		Services	Brig-Gen Kyaw Kyaw Tun	Deputy Home Minister	Underway	Scrutiny
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-11-075	First Pyithu Hluttaw	Eleventh Regular Session	26-Sep-14	Forming Committee ro Comission for Foreign inverestment Telecomunication		Administration	U Win Than	Deputy Communication and Information Minister	Underway	Scrutiny
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	Mon	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-11-121	First Pyithu Hluttaw	Eleventh Regular Session	16-Oct-14	Giving new Garbage-cars for Ye township		Environment	U Kyaw Kyaw Win	Deputy President Office 1 Minister	Negative	Representation
LWMP-01-0351	Daw Win Maw Tun	ဒေါ်ဝင်းမော်ထွန်း	Yenanchaung Tsp	Magway	USDP	Female	Bamar	Buddhism	23-Jul-58	Industry	First Pyithu Hluttaw	2010	2015	LWQ-01-03-087	First Pyithu Hluttaw	Third Regular Session	9-Mar-12	Reforming industrial sector		Industry	U Myo Aung	Deputy Industry Minister	Underway	Scrutiny
LWMP-01-0351	Daw Win Maw Tun	ဒေါ်ဝင်းမော်ထွန်း	Yenanchaung Tsp	Magway	USDP	Female	Bamar	Buddhism	23-Jul-58	Industry	First Pyithu Hluttaw	2010	2015	LWQ-01-04-081	First Pyithu Hluttaw	Fourth Regular Session	26-Jul-12	2014 nationwide census		Administration	U Khin Yi	Immigration and Population Minister	Affirmative	Scrutiny
LWMP-01-0352	U Win Oo	ဦးဝင်းဦး	Yephu Tsp	Taninthayi	USDP	Male	Bamar	Buddhism	6-Mar-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-132	First Pyithu Hluttaw	Second Regular Session	13-Sep-11	Local and foreign investment status		Finance	U Tin Naing Thein	National Planning and Economic Development Minister	Affirmative	Scrutiny
LWMP-01-0352	U Win Oo	ဦးဝင်းဦး	Yephu Tsp	Taninthayi	USDP	Male	Bamar	Buddhism	6-Mar-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-02-290	First Pyithu Hluttaw	Second Regular Session	21-Oct-11	Dawei deep - water port		Infrasturctural Development	Dr. Kan Zaw	Deputy National Planing and Economic Development Minister	Affirmative	Representation
LWMP-01-0352	U Win Oo	ဦးဝင်းဦး	Yephu Tsp	Taninthayi	USDP	Male	Bamar	Buddhism	6-Mar-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-07-175	First Pyithu Hluttaw	Seventh Regular Session	5-Aug-13	State-owned enterprises and volume of investment		Business	Dr. Daw Khin San Yi	Deputy National Planning and Economic Development Minister	Unclear	Scrutiny
LWMP-01-0352	U Win Oo	ဦးဝင်းဦး	Yephu Tsp	Taninthayi	USDP	Male	Bamar	Buddhism	6-Mar-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-07-201	First Pyithu Hluttaw	Seventh Regular Session	19-Aug-13	Taxation on real estate trading		Taxation	Dr. Lin Aung	Deputy Finance and Revenue Minister	Mixed Answer	Scrutiny
LWMP-01-0352	U Win Oo	ဦးဝင်းဦး	Yephu Tsp	Taninthayi	USDP	Male	Bamar	Buddhism	6-Mar-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-07-234	First Pyithu Hluttaw	Seventh Regular Session	26-Aug-13	Taxation on issuance of Visa		Taxation	U Tin Oo Lwin	Deputy Foreign Minister	Affirmative	Scrutiny
LWMP-01-0352	U Win Oo	ဦးဝင်းဦး	Yephu Tsp	Taninthayi	USDP	Male	Bamar	Buddhism	6-Mar-57	Business	First Pyithu Hluttaw	2010	2015	LWQ-01-08-006	First Pyithu Hluttaw	Eight Regular Session	1-Oct-13	Giving name as Ruby Land of Myanmar or Tourism Promotion Area to Moekok Town and giving travel permi		Tourism	Dr Sai Kyaw Ohn	Deputy Hotels and Tourism Minister	Affirmative	Scrutiny
LWMP-01-0353	U Toe Shwe	ဦးတိုးရွှေ	Yesagyo Tsp	Magway	NLD							2012	2015	LWQ-01-11-149	First Pyithu Hluttaw	Eleventh Regular Session	29-Oct-14	Planting of Kyat Sue Tree		Agriculture	U Ohn Than	Deputy Agriculture and Irrigation Minister	Underway	Scrutiny
LWMP-01-0353	U Toe Shwe	ဦးတိုးရွှေ	Yesagyo Tsp	Magway	NLD	Male	Bamar	Buddhism	4-Mar-51	Medicines	First Pyithu Hluttaw	2012	2015	LWQ-01-08-128	First Pyithu Hluttaw	Eight Regular Session	6-Nov-13	Extending the duration of farmland registration period		Agriculture	U Ohn Than	Deputy Agriculture and Irrigation Minister	Underway	Scrutiny
LWMP-01-0353	U Toe Shwe	ဦးတိုးရွှေ	Yesagyo Tsp	Magway	NLD	Male	Bamar	Buddhism	4-Mar-51	Medicines	First Pyithu Hluttaw	2012	2015	LWQ-01-08-137	First Pyithu Hluttaw	Eight Regular Session	13-Nov-13	Plan for preserving the Ayeyarwaddy and the Chindwin rivers		Environment	U San Hein	Deputy Transport Minister	Affirmative	Scrutiny
LWMP-01-0353	U Toe Shwe	ဦးတိုးရွှေ	Yesagyo Tsp	Magway	NLD	Male	Bamar	Buddhism	4-Mar-51	Medicines	First Pyithu Hluttaw	2012	2015	LWQ-01-09-150	First Pyithu Hluttaw	Ninth Regular Session	7-Mar-14	Getting real effectiveness of 2012 Agricultural Law and by law for farmers		Agriculture	U Ohn Than	Deputy Agriculture and Irrigation Minister	Affirmative	Scrutiny
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-02-072	First Pyithu Hluttaw	Second Regular Session	1-Sep-11	Re-Collecting Loans		Finance	U Myint Hlaing	Agriculture and Irrigation Minister	Negative	Scrutiny
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-03-095	First Pyithu Hluttaw	Third Regular Session	12-Mar-12	Tapping natural gas from Mahutaung region		Energy	U Soe Aung	Deputy Energy Minister	Underway	Representation
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-04-159	First Pyithu Hluttaw	Fourth Regular Session	5-Sep-12	Position of the Legal Affairs and Special Affairs Assessment Commission on the Constitution Tribunal		Politics	U Ba Shein	Legal Affairs Assessment Committee	Affirmative	Scrutiny
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-05-082	First Pyithu Hluttaw	Fifth Regular Session	23-Nov-12	Promotion in the civil service		Administration	Police Maj-Gen Kyaw Kyaw Tun	Deputy Home Minister	Negative	Scrutiny
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-06-015	First Pyithu Hluttaw	Sixth Regular Session	11-Jan-13			Agriculture	U Khin Zaw	Deputy Agriculture and Irrigation Minister	Mixed Answer	Scrutiny
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-06-183	First Pyithu Hluttaw	Sixth Regular Session	14-Mar-13			Agriculture	U Khin Zaw	Deputy Agriculture and Irrigation Minister	Affirmative	Scrutiny
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-07-008	First Pyithu Hluttaw	Seventh Regular Session	25-Jun-13	Unsufficient supporting River water pumping projects		Agriculture	U Ohn Than	Deputy Agriculture and Irrigation Minister	Underway	Scrutiny
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-07-029	First Pyithu Hluttaw	Seventh Regular Session	27-Jun-13	Embanking the Bone creek		Environment	U Aung thein	Deputy President Office (4) Minister	Affirmative	Representation
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-07-058	First Pyithu Hluttaw	Seventh Regular Session	3-Jul-13	Maintaining Electrical River Water Pumpning Projects		Environment	U Myint Zaw	Deputy Electric Power Minister	Affirmative	Scrutiny
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-08-048	First Pyithu Hluttaw	Eight Regular Session	10-Oct-13	Building staff housing for the distric offices staffs in Yinmarpin Tps		Infrasturctural Development	U Soe Tint	Deputy Construction Minister	Affirmative	Representation
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-08-072	First Pyithu Hluttaw	Eight Regular Session	15-Oct-13	Upgrading Yinmarpin Hospital		Health	Dr. Than Aung	Deputy Health Minister	Affirmative	Representation
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-09-043	First Pyithu Hluttaw	Ninth Regular Session	24-Jan-14	Upgrading earth roads in Yinmarpin		Infrasturctural Development	U Khin Maung Aye	Deputy Minister	Unclear	Representation
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-09-158	First Pyithu Hluttaw	Ninth Regular Session	14-Mar-14	Information about North Yama creek project		Infrasturctural Development	U Thant Shin	Deputy President's Office 1 Minister	Affirmative	Representation
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-10-019	First Pyithu Hluttaw	Tenth Regular Session	4-Jun-14	Supporting Hill-Side Cultivation Development		Agriculture	U Soe Tint	Deputy Constrution Minister	Unclear	Scrutiny
LWMP-01-0356	U Thaung Han	ဦးသောင်းဟန်	Yin Mar Pin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	14-Oct-49	Civil Service	First Pyithu Hluttaw	2010	2015	LWQ-01-11-079	First Pyithu Hluttaw	Eleventh Regular Session	29-Sep-14	Translation to Myan Language from Eng Lang: consonance with Constitution		Legislation	U Tun Tun Oo	Union Attorney-General’s Office	Unclear	Scrutiny
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-01-004	First Pyithu Hluttaw	First Regular Session	9-Mar-11	Reclamation of virgin lands and fallow lands		Agriculture	U Htay Oo	Agriculture and Irrigation Minister	Negative	Scrutiny
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-01-018	First Pyithu Hluttaw	First Regular Session	14-Mar-11	Distributing hydropower from Myogyi dam to Danu areas		Services	U Khin Maung Myint	Electric Power Minister	Affirmative	Representation
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-01-019	First Pyithu Hluttaw	First Regular Session	14-Mar-11	Distribution of electricity generated by Kintar dam to Ywangan		Services	U Khin Maung Myint	Electric Power Minister	Affirmative	Representation
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-01-026	First Pyithu Hluttaw	First Regular Session	16-Mar-11	Upgrading Aungban Hanmyinmo road		Infrasturctural Development	U Khin Maung Myint	Construction Minister	Affirmative	Representation
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-04-097	First Pyithu Hluttaw	Fourth Regular Session	7-Aug-12	Gambling eradication measures		Administration	Brig-Gen Kyaw Zan Myint	Deputy Home Minister	Affirmative	Scrutiny
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-06-151	First Pyithu Hluttaw	Sixth Regular Session	6-Mar-13			Education	Dr Zaw Min Aung	Deputy Science and Technology Minister	Affirmative	Scrutiny
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-06-174	First Pyithu Hluttaw	Sixth Regular Session	13-Mar-13			Services	U Aung Than Oo	Deputy Electric Power Minister	Affirmative	Representation
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-07-053	First Pyithu Hluttaw	Seventh Regular Session	3-Jul-13	Providing Electricity in Danu		Infrasturctural Development	U Myint Zaw	Deputy Electric Power Minister	Affirmative	Scrutiny
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-07-119	First Pyithu Hluttaw	Seventh Regular Session	23-Jul-13	Danu Region Depelopment plans		Development	General Zaw Win	Deputy Minister	Affirmative	Representation
LWMP-01-0357	U Aung Thein	ဦးအောင်သိန်း	Ywangan Tsp	Shan	Individual	Male	Bamar-Dawei	Buddhism	30-Jan-48	Medicines	First Pyithu Hluttaw	2010	2015	LWQ-01-07-237	First Pyithu Hluttaw	Seventh Regular Session	28-Aug-13	Settlement of dispute between farmers and Shwe Than Lwin Company		Land Grab	U Ohn Than	Deputy Agriculture and Irrigation Minister	Affirmative	Representation
