am_constituency,st_constituency_number,st_constituency,ward_village_number,ward_village,am_constituency_number,st_constituency_pcode
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,12,ကန်ချောကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,13,ကုက္ကဲကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,14,ရွာသာယာကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,15,ထိန်ပန်းကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,16,ယုန်ထိုးကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,17,ပြားကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,18,မီးပေါက်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,19,ကန်စွယ်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,20,ပျိုးကန်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,21,ကျီးပင်ကန်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,22,သင်ပြွန်းကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,23,လယ်သစ်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,24,ချောင်းဒေါင်းကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,25,နတ်ထားကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,26,ပျော်ဘွယ်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,27,ဗလုံကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,28,ကန်ဆင့်(တောင်)ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,29,ကွမ်းစိုက်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,30,ချေဆေးကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,31,ကူကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,32,ရွာစည်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,33,ရှားတောကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,34,အေးကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,35,လင့်ကြီးကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,36,သဲဖြူ0ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,37,ကိုင်းတောင်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,38,ဒေါင့်သစ်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,39,ဇီးတောကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,40,ထနောင်းတိုင်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,41,ထနောင်းကုန်းကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,42,ဂျုပ်ပင်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,43,ဆားခါးကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြင်းခြံ,44,ဂွေးပင်ရိုးကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,1,အမှတ်(1)ရပ်ကွက်(မြင်းခြံမြို့),5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,2,အမှတ်(2)ရပ်ကွက်(မြင်းခြံမြို့),5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,3,အမှတ်(5)ရပ်ကွက်(မြင်းခြံမြို့),5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,4,အမှတ်(6)ရပ်ကွက်(မြင်းခြံမြို့),5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,5,အမှတ်(10)ရပ်ကွက်(မြင်းခြံမြို့),5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,6,အမှတ်(11)ရပ်ကွက်(မြင်းခြံမြို့),5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,7,အမှတ်(12)ရပ်ကွက်(မြင်းခြံမြို့),5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,8,အမှတ်(14)ရပ်ကွက်(မြင်းခြံမြို့),5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,9,အမှတ်(15)ရပ်ကွက်(မြင်းခြံမြို့),5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,10,ပင်လယ်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,11,ဖက်ပင်အိုင်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,12,ငါနန်းကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,13,ဆီမီးခုံကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,14,ကုလားကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,15,ကန်နီကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,16,ပေတောကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,17,နွားကူးအိုင်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,18,ပျော့(ရွှေဘုံသာ)ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,19,ကတောကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,20,စားကြူးကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,21,ကြည်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,22,ကန်တော်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,23,ဂင့်ဂဲကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,24,ဆင်းဂွတ်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,25,ကျားတိုင်းကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,26,ရသာကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,27,တပ်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,28,ဇီးပင်ကန်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,29,တောပုကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,30,ကိုင်းကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,31,ရန္တပိုကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,32,ညောင်တိုကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,33,ဆင်ချောင်းကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,34,တလုပ်မြို့ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,35,ရဲတိုင်ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,36,အိုင့်မကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,37,တူရွင်းဘို့ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,38,သစ်ရုံကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,39,သာပေါင်းကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,40,ခေါင်းကွဲကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,2,မြင်းခြံ,41,ကွမ်းသီးပင်(လေးအိမ်တန်း)ကျေးရွာအုပ်စု,5,MMR010017
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,1,ဘူတာရပ်ကွက်(မြစ်သားမြို့),4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,2,မင်းကုန်းရပ်ကွက်(မြစ်သားမြို့),4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,3,ရွှေသူဌေးရပ်ကွက်(မြစ်သားမြို့),4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,4,ပျော်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,5,ဂွေးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,6,ရိုးကန်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,7,ရစ်ကန်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,8,ဟင်းညံ့ကန်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,9,အနောက်သပြေသာကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,10,နွားရှာရိုးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,11,ညောင်ဂျစ်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,12,တမာပင်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,13,ဝက်ထိန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,14,သစ်တက်ကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,15,ပေါက်မြိုင်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,16,ဒါးရယ်ကောင်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,17,ရန်အေးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,18,မှိုင်းဟင်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,19,ပုဏ္ဏားကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,20,ကျောက်ဆောက်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,21,သိုတန်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,22,ရွာမုန်းကြီးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,23,မရှက်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,24,ကျွဲဆွဲကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,25,ကျွန်းလှကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,26,ကသဲကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,27,ယွေးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,28,ရွာသစ်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,29,ချင်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,30,ရေ0န်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,31,ရွာရှည်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,32,ခန္တီးကြီးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,33,သီလင်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,34,အင်းရင်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,35,ကင်းစိန်ဈေးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,36,လောင်းတော်ဦးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,37,လွှဲပေါက်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,38,သီခေါင်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,39,မုန္တောလေးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,40,မုန္တောကြီးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,41,မင်းလယ်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,42,တေစိုးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,43,ဘုံကွင်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,44,အရှေ့သပြေသာကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,45,ရွာခိုင်ကြီးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,46,လွန်ကျော်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မြစ်သား,47,မသဲကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,1,ရှမ်းပွဲရပ်ကွက်(မြစ်သားမြို့),4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,2,မြို့မအနောက်ရပ်ကွက်(မြစ်သားမြို့),4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,3,မြို့မအရှေ့ရပ်ကွက်(မြစ်သားမြို့),4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,4,နှဲဝဲကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,5,ကုက္ကိုကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,6,လက်ပံဆိပ်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,7,ရွှေပေါ်ကျွန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,8,ကျန်တောကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,9,နွားကူးလေးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,10,ကျွဲတက်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,11,ငါးဆူကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,12,အုပ်ရှစ်ကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,13,တလိုင်းကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,14,ကြောင်ပန်းကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,15,ကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,16,ကုက္ကိုစုကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,17,ကူမဲကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,18,လက်ခုပ်ကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,19,မိုင်းလမ်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,20,ခန္တောကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,21,သာလွန်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,22,သပြေတောင်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,23,ပွဲလုံးကျော်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,24,မြိုင်ကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,25,နှမ်းခင်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,26,မိုင်းမောကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,27,ကံဆွယ်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,28,ခရုတုတ်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,29,အုန်းကုန်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,30,ကဆွန်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,31,အိမ်ရှေ့တောင်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,32,မြစ်ဆုံကြီးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,33,လမ်းခွကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,34,ရွှေလေးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,35,မြင်းရွာကြီးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,36,ဒါးဝယ်အင်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,37,မြနဒီ(ဒိုင်း)ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,38,နွားကူးကြီးကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,39,ခင်လယ်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,40,ကျီတိုင်ကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,2,မြစ်သား,41,ပခမ်းကျေးရွာအုပ်စု,4,MMR010015
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,1,အမှတ်(3)ရပ်ကွက်(မလှိုင်မြို့),11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,2,အမှတ်(4)ရပ်ကွက်(မလှိုင်မြို့),11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,3,ထန်းပင်ကန်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,4,မှရိုးကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,5,ဖက်ကုန်းကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,6,ထမ္မကြီးကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,7,ရွာသစ်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,8,ကံကြီးကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,9,ကူကြီးကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,10,ရုံးတောကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,11,အုတ်ဖိုကန်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,12,နတ်စဉ်ကုန်းကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,13,ဝါးခွကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,14,မြင်းတွင်းကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,15,ဆုံတွင်းကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,16,သဲကန်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,17,ဝမ္ဘဲလူးကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,18,သပြေပင်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,19,ကျွဲခြံကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,20,သက္ကယ်ကျင်းကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,21,အိမ်ကြီးတောကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,22,သရက္ကောင်းပင်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,23,သုံးတောင်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,24,ပျော်ဘွယ်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,25,နှောကန်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,26,ဘောက်ခွေးတောကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,27,ညောင်အုပ်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,28,လက်စွေ့ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,29,မြောက်လည်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,1,မလှိုင်,30,ရေငံကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,1,အမှတ်(1)ရပ်ကွက်(မလှိုင်မြို့),11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,2,အမှတ်(2)ရပ်ကွက်(မလှိုင်မြို့),11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,3,ထန်းတောကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,4,လယ်ကြီးကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,5,အိုင်မရိုးကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,6,ကမ္ဘားဖြူကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,7,ပန်းအိုင်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,8,ရေနီကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,9,ရေထွက်ကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,10,ဖျောက်ဆိပ်ကျင်းကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,11,ကျောက်တန်းကျေးရွာအုပ်စု,11,MMR010029
မန္တလေးတိုင်းဒေသကြီး,2,မလှိုင်,12,မြင်းဦးလှည့်ကျေးရွာအုပ်စု,11,MMR010029
