am_constituency,st_constituency_number,st_constituency,ward_village_number,ward_village,am_constituency_number,st_constituency_pcode
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,5,ရှင်မင်းဒွေကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,6,သရက်ကုန်းကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,7,သာ0တ္ထိကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,8,ကင်းပြစ်ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,9,အင်ဒိုင်းကြီးကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,10,ပြင်ထောင်ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,11,မကြီးအုပ်ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,12,အင်ဒိုင်းလေးကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,13,ကန်သစ်ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,14,ဂွေးကုန်းကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,15,ဘအိုးကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,16,ကံသာယာကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,17,စည်ပုတ္တရာကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,18,ဂျပို့ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,19,မဒေါင်းကြီးကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,20,မဒေါင်းလှကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,21,ပိတောက်ကုန်းကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,22,စောကြီးကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,23,အိုင်ပေါက်ကြီးကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,24,ပင်ဒင်းကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,25,ကွန်းတိုင်းကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,26,ညောင်ကန်ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,27,အလယ်ရှိုကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,28,ယောက်သွားအိုင်ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,29,ငါးတင်းကြီးကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,30,ရှားလွင်ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,31,ရွာဇင်ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,32,ကျွန်းပင်ကန်ကျေးရွာအုပ်စုထနောင်းကိုင်းကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,34,သင်ပေါင်းကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခင်ဦး,35,ကုတ္တက်ကျေးရွာအုပ်စု,2,MMR005005
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,1,တိုက်တီးကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,2,ဖောင်ဆိုင်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,3,ပဒူးမုန်းကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,4,နန့်ဖာကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,5,ကင်းတော်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,6,ဆင်သေကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,7,လောင်ဆောက်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,8,ဟတ္တိကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,9,ပါဆောင်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,10,ကျောက်ရွက်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,11,ပါရိုးကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,12,မော်လောကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,13,ခမောင်းကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,14,စောင်လင်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,15,မယ်ပုတ်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,16,ဆားလင်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,17,အနောက်ကောက်တောင်းကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,18,လိုက်ခေါ်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,19,ဖိုင်လင်းကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ခန္တီး,20,ရပ်နားကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,1,ပေါမိုင်းရပ်ကွက်(ခန္တီးမြို့),11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,2,ခန္တီးမြို့မရပ်ကွက်(ခန္တီးမြို့),11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,3,ဇီးဖြူကုန်းရပ်ကွက်(ခန္တီးမြို့),11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,4,မှန်ပင်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,5,အောင်မြေကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,6,စိန်နန်းကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,7,ဟိန်စွန်းကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,8,လင်းဖားကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,9,အရှေ့ကောက်တောင်းကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,10,မင်းဆင်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ခန္တီး,11,ကောင်းဟိန်ကျေးရွာအုပ်စု,11,MMR005033
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,1,မြို့သစ်ရပ်ကွက်(ချောင်းဦးမြို့),4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,2,မြို့မရပ်ကွက်(ချောင်းဦးမြို့),4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,3,ချောင်းဦးမြောက်ရပ်ကွက်(ချောင်းဦးမြို့),4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,4,အောင်ချမ်းသာကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,5,ခင်မွန်ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,6,မကျီးခွကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,7,ငါးလုံးတင်ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,8,မှန်ချိုကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,9,ထူးနီကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,10,ဘူတာကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,11,သန်းပင်ကန်ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,12,နွယ်ခွေကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,13,ငါးယှန်ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,14,နတ်ရေကန်ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,15,ဘလွေကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,ချောင်းဦး,16,ကျောက်စစ်ကန်ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,1,ရန်အောင်မြေရပ်ကွက်(ချောင်းဦးမြို့),4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,2,တမာမြိုင်ရပ်ကွက်(ချောင်းဦးမြို့),4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,3,ချောင်းဦးတောင်ရပ်ကွက်(ချောင်းဦးမြို့),4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,4,ကျီကုန်းကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,5,ညောင်ပင်သာ(ကိုင်းဆယ်)ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,6,ချောင်းမနား(ကိုင်းဆယ်)ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,7,ဆူးလေကုန်းကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,8,အမြင့်ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,9,ရွှေကူကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,10,ဝယာကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,11,ရွှေလှေကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,12,သုံးပန်လှကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,13,တောကျောင်းကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,14,ကင်မွန်းတော်ကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,15,ကုလားကြီးကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,2,ချောင်းဦး,16,တောကျောင်းလေးကျေးရွာအုပ်စု,4,MMR005015
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,1,မြို့သစ်ရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,2,တကောင်းရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,3,စိန်ကုန်းရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,4,ထုံးဘိုရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,5,ဇေယျကွက်သစ်ရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,6,မီးရထားရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,7,ရွှေမင်းဝံရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,8,နီလာရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,9,ပါရမီရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,10,ပတ္တမြားရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,11,သောတပန်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,12,တင်းတိပ်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,13,စီတီးကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,14,ဝါးချက်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,15,ကျောက်တာကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,16,အာလောင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,17,မြေတိုင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,18,ထန်းတောကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,19,ချောင်းပေါက်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,20,ရေခါးကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,21,ရေမျက်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,22,တအိမ်တည်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,23,စကျင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,24,စာရေးကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,25,ဆားတောင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,26,ဘောက်သောက်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,27,ကျားမင်းကြီးကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,28,မာလဲတောကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,29,ပဒူကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,30,ကန်ကြီးကုန်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,31,တောင်ရင်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,32,ကျောက်ပနံကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,33,ခက်ခကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,34,စမွန်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,35,ကြခတ်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,36,ရေတွင်းဂေါင်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,37,ရုန်းပင်ကန်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,38,အုန်းတောကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,39,ကျောက်ဆည်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,40,ပန်းချီကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,41,မင်းကွန်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,42,ကင်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,43,လက်ပံကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,44,စဉ့်ကိုင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,45,ကျောင်းဖြူကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,46,တလိုင်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,47,မဲဇလီချောင်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,1,စစ်ကိုင်း,48,ထုံးဘိုကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,1,ထား0ယ်ဈေးရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,2,ဧမြ0တီရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,3,နန္ဒ0န်ကွက်သစ်ရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,4,ပန်းဘဲတန်းရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,5,ရွာထောင်ရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,6,ပိုးတန်းရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,7,မိုးဇာရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,8,မင်းလမ်းရပ်ကွက်(စစ်ကိုင်းမြို့),1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,9,ညောင်ပင်ဇင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,10,ပဲကတိုးကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,11,ဆင်တပ်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,12,ဗြဲတရော်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,13,ကြွယ်လူးကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,14,နောက်ကြည့်ကျွန်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,15,တဲကြီးအရှေ့တာကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,16,ဇီးချောင်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,17,ဒေါင်းမကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,18,ဆင်မြေကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,19,မအူပင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,20,တောင်ကြားကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,21,အင်းစကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,22,တောင်မြို့ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,23,ပေါက်မကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,24,မင်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,25,သားပျောက်ကုန်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,26,သာဇင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,27,လင်းတလူးကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,28,ရင်းမကျင်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,29,မူးသာကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,30,ထန်းတောဆိပ်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,31,တလိုင်းကျွန်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,32,ညောင်ပင်ရှည်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,33,ညောင်ပင်ဝန်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,34,ညောင်ပင်သာကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,35,လယ်ကြီးကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,36,ရွှေလှေကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,37,ကိုင်းပြင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,38,မြင်းဆည်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,39,မောင်းထောင်ကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,40,တဲကြီးလက်ပံသာကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,41,သဖန်းသာကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,42,နုံးတွင်းကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,43,တပုရင်းကွဲကျေးရွာအုပ်စု,1,MMR005001
စစ်ကိုင်းတိုင်းဒေသကြီး,2,စစ်ကိုင်း,44,ကြွယ်ပုံကျေးရွာအုပ်စု,1,MMR005001
