MPID	Name	Name_in_Burmese	Constituency	ConstituencyBurmese	Region	RegionBurmese	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year
LWMP-01-0094	U Saw Htut Khaung Lwin	ဦးစောထွဋ်ခေါင်လွင်	Kya In Seik Kyi Tsp	ကြာအင်းဆိပ်ကြီးမြို့နယ်	Kayin	ကရင်ပြည်နယ်	USDP	Male	Kayin	Buddhism	26-Jun-66	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0199	U Than Oo	ဦးသန်းဦး	Myawady Tsp	မြဝတီမြို့နယ်	Kayin	ကရင်ပြည်နယ်	USDP	Male	Bamar	Buddhism	5-Apr-59	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0249	U Saing Than Naing	ဦးစိုင်းသန်းနိုင်	Pha Pon Tsp	ဖာပွန်မြို့နယ်	Kayin	ကရင်ပြည်နယ်	USDP	Male	Shan	Buddhism	22-Sep-61	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0251	Daw Nan Se Oua	ဒေါ်နန်းစေအွာ	Pha-an Tsp	ဘားအံမြို့နယ်	Kayin	ကရင်ပြည်နယ်	PDP	Female	Kayin	Buddhism	10-Jul-59	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0316	U Saw Nay Kaw Gyi	ဦးစောနေကော်ကြီး	Than Taung Gyi Tsp	သံတောင်ကြီးမြို့နယ်	Kayin	ကရင်ပြည်နယ်	KPP	Male	Kayin	Christianity	13-Aug-48	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0004	U Ko Ko Tun	ဦးကိုကိုထွန်း	Aung Lan Tsp	အောင်လံမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	28-Nov-70	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0020	U Thein Lwin	ဦးသိန်းလွင်	Chauk Tsp	ချောက်မြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	14-Jan-49	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0042	U Aung Myint	ဦးအောင်မြင့်	Gant Gaw Tsp	ဂန့်ဂေါမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	10-Jul-60	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0062	U Khin Maung Htay	ဦးခင်မောင်ဌေး	Hteelin Tsp	ထီးလင်းမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	12-Apr-57	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0076	U Pike Htwe	ဦးပိုက်ထွေး	Kanma Tsp	ကံမမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	19-Jun-61	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0141	U Myint Thein	ဦးမြင့်သိန်း	Magway Tsp	မကွေးမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	23-Sep-43	Business	First Pyithu Hluttaw	2012	2015
LWMP-01-0142	U Zaw Min	ဦးဇော်မင်း	Magway Tsp	မကွေးမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	30-Oct-51	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0160	U Win Tin	ဦးဝင်းတင်	Min Hla Tsp	မင်းလှမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	27-Oct-65	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0161	U Aye Thu	ဦးအေးသူ	Minbuu (Saku) Tsp	မင်းဘူးမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	29-Jul-56	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0163	U Soe Naing	ဦးစိုးနိုင်	Mindon Tsp	မင်းတုန်းမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	16-Oct-64	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0192	U Myint Aung	ဦးမြင့်အောင်	Myaing Tsp	မြိုင်မြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	18-May-59	Others	First Pyithu Hluttaw	2012	2015
LWMP-01-0193	U Thein Tun	ဦးသိန်းထွန်း	Myaing Tsp	မြိုင်မြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	5-Dec-47	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0206	U Myint Thu	ဦးမြင့်သူ	Myothit Tsp	မြို့သစ်မြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	11-Aug-63	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0213	U Aung Kyaw Soe	ဦးအောင်ကျော်စိုး	Natmauk Tsp	နတ်မောက်မြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	12-Jan-64	Others	First Pyithu Hluttaw	2010	2013
LWMP-01-0218	U Myint Htay	ဦးမြင့်ဌေး	Ngaphe Tsp	ငဖဲမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	10-Nov-58	Others	First Pyithu Hluttaw	2010	2015
LWMP-01-0233	U Paik Ko	ဦးပိုက်ကို	Pakokku Tsp	ပခုက္ကူမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	25-May-55	Others	First Pyithu Hluttaw	2012	2015
LWMP-01-0234	U Saw Hla	ဦးစောလှ	Pakokku Tsp	ပခုက္ကူမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	5-Jun-49	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0243	U Khin Maung Nyo	ဦးခင်မောင်ညို	Pauk Tsp	ပေါက်မြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	9-Apr-69	Law	First Pyithu Hluttaw	2010	2015
LWMP-01-0263	Dr Aung Moe Nyo	ဒေါက်တာအောင်မိုးညို	Pwintphyu Tsp	ပွင့်ဖြူမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	24-Nov-57	Civil Service	First Pyithu Hluttaw	2012	2015
LWMP-01-0264	Dr Maung Maung Htay	ဒေါက်တာမောင်မောင်ဌေး	Pwintphyu Tsp	ပွင့်ဖြူမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	23-May-60	Education	First Pyithu Hluttaw	2010	2011
LWMP-01-0277	U Khin Maung Lwin	ဦးခင်မောင်လွင်	Salinn Tsp	စလင်းမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	10-Mar-68	Others	First Pyithu Hluttaw	2010	2015
LWMP-01-0280	U Htay Maung	ဦးဌေးမောင်	Saw Tsp	ဆောမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	22-Jan-61	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0281	U Than Tun	ဦးသန်းထွန်း	Saytoktaya Tsp	စေတုတ္တရာမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	29-Jun-49	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0282	U Shein Kyaw Win	ဦးရှိန်းကျော်ဝင်း	Seik Pyhu Tsp	ဆိပ်ဖြူမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	NUP	Male	Bamar	Buddhism	1-Mar-39	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0290	U Aye Naing	ဦးအေးနိုင်	Sinbaungwe Tsp	ဆင်ပေါင်ဝဲမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	4-Apr-66	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0309	U Than Win	ဦးသန်းဝင်း	Taungdwingyi Tsp	တောင်တွင်းကြီးမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	18-Oct-75	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0327	U Win Kyaw	ဦးဝင်းကျော်	Thayet Tsp	သရက်မြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	27-Jul-55	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0351	Daw Win Maw Tun	ဒေါ်ဝင်းမော်ထွန်း	Yenanchaung Tsp	ရေနံချောင်းမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Female	Bamar	Buddhism	23-Jul-58	Industry	First Pyithu Hluttaw	2010	2015
LWMP-01-0353	U Toe Shwe	ဦးတိုးရွှေ	Yesagyo Tsp	ရေစကြိုမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	4-Mar-51	Medicines	First Pyithu Hluttaw	2012	2015
LWMP-01-0354	U Soe Maung	ဦးစိုးမောင်	Yesagyo Tsp	ရေစကြိုမြို့နယ်	Magway	မကွေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	20-Dec-52	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0001	U Thein Tun Oo	ဦးသိန်းထွန်းဦး	Ah Mara Pura Tsp	အမရပူရမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	16-Aug-66	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0005	U Ko Gyi	ဦးကိုကြီး	Aung Myay Thar Zan Tsp	အောင်မြေသာစံမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	11-Dec-46	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0018	Dr. Kyaw Myint	ဒေါက်တာကျော်မြင့်	Chanaye Tharsan Tsp	ချမ်းအေးသာစံမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	22-Jan-40	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0019	U Tin Maung	ဦးတင်မောင်	Chanmyatharsi Tsp	ချမ်းမြသာစည်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	5-Jan-44	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0038	U Naing Ngan Lin	ဦးနိုင်ငံလင်း	Deginathiri Tsp	ဒက္ခိဏသီရိမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	1-Sep-77	Education	First Pyithu Hluttaw	2012	2015
LWMP-01-0039	U Myint Hlaing	ဦးမြင့်လှိုင်	Deginathiri Tsp	ဒက္ခိဏသီရိမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	13-Aug-53	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0100	U Thaung	ဦးသောင်း	Kyauk Sae Tsp	ကျောက်ဆည်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	6-Jul-37	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0105	Dr Zaw Myint Maung	​ဒေါက်တာဇော်မြင့်မောင်	Kyaukpadaung Tsp	ကျောက်ပန်းတောင်းမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	11-Dec-51	Medicines	First Pyithu Hluttaw	2012	2015
LWMP-01-0106	U Hla Tun	ဦးလှထွန်း	Kyaukpadaung Tsp	ကျောက်ပန်းတောင်းမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	11-Jul-51	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0128	U Htay Win	ဦးဌေးဝင်း	Leway Tsp	လယ်ဝေးမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	16-Feb-60	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0135	U Pyay Maung	ဦးပြည့်မောင်	Ma Da Yar Tsp	မတ္တရာမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	15-Jan-46	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0143	U Ohn Kyaing	ဦးအုန်းကြိုင်	Maha Aung Myay	မဟာအောင်မြေမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	16-Jul-44	Media	First Pyithu Hluttaw	2012	2015
LWMP-01-0144	Dr Mya Aye	ဒေါက်တာမြအေး	Maha Aung Myay	မဟာအောင်မြေမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	8-Feb-51	Education	First Pyithu Hluttaw	2010	2011
LWMP-01-0145	U Aye Mauk	ဦးအေးမောက်	Mahlaing Tsp	မလှိုင်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	6-Apr-48	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0158	U Win Htein	ဦးဝင်းထိန်	Meiktila Tsp	မိတ္ထီလာမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	24-Dec-41	Military	First Pyithu Hluttaw	2012	2015
LWMP-01-0159	U Thein Aung	ဦးသိန်းအောင်	Meiktila Tsp	မိတ္ထီလာမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	6-Feb-42	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0183	U Ba Htay	ဦးဘဌေး	Moe Goke Tsp	မိုးကုတ်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Palaung	Buddhism	2-Nov-46	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0202	U Win Myint	ဦးဝင်းမြင့်	Myingyan Tsp	မြင်းခြံမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	4-May-54	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0204	U Kyi Maung	ဦးကြည်မောင်	Myit Thar Tsp	မြစ်သားမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	11-Feb-42	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0207	U Paw Khin	ဦးပေါခင်	Nahtogyi Tsp	နွားထိုးကြီးမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	11-Jan-47	Others	First Pyithu Hluttaw	2012	2015
LWMP-01-0208	U Nyan Tun Aung	ဦးဉာဏ်ထွန်းအောင်	Nahtogyi Tsp	နွားထိုးကြီးမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	8-Jun-48	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0217	Dr Mya Oo	ဒေါက်တာမြဦး	Ngan Zun Tsp	ငါန်းဇွန်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	28-Feb-48	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0222	U Aung Kyaing	ဦးအောင်ကြိုင်	Nyaung Oo Tsp	ညောင်ဦးမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	22-Jan-45	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0228	U Min Thu	ဦးမင်းသူ	Ottara Thiri Tsp	ဥတ္တရသီရိမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Male	Shan	Buddhism	10-Aug-61	Business	First Pyithu Hluttaw	2012	2015
LWMP-01-0229	U Kyaw Swa Khaing	ဦးကျော်စွာခိုင်	Ottara Thiri Tsp	ဥတ္တရသီရိမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	28-Feb-48	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0230	U Aung Thant	ဦးအောင်သန့်	Pa Thein Gyi Tsp	ပုသိမ်ကြီးမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	18-Dec-46	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0258	U Pyo Zeyar Thaw	ဦးဖြိုးဇေယျာသော်	Poba Thiri Tsp	ပုဗ္ဗသီရိမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	26-Mar-81	Art	First Pyithu Hluttaw	2012	2015
LWMP-01-0259	Thiha Thura U Tin Aung Myint Oo	သီဟသူရဦးတင်အောင်မြင့်ဦး	Poba Thiri Tsp	ပုဗ္ဗသီရိမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	11-Jun-50	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0266	U Myint Soe	ဦးမြင့်စိုး	Pyawbwe Tsp	ပျော်ဘွယ်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	5-Jun-56	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0268	U Maung Ko	ဦးမောင်ကို	Pyi Gyi Ta Gun Tsp	ပြည်ကြီးတံခွန်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	17-Jun-50	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0269	U Kyaw Thiha	ဦးကျော်သီဟ	Pyin Oo Lwin Tsp	ပြင်ဦးလွင်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	23-Mar-59	Others	First Pyithu Hluttaw	2012	2015
LWMP-01-0270	Dr Myint Aung	ဒေါက်တာမြင့်အောင်	Pyin Oo Lwin Tsp	ပြင်ဦးလွင်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	13-Jan-46	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0271	U Hla Myint Oo	ဦးလှမြင့်ဦး	Pyinmana Tsp	ပျဉ်းမနားမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	28-Feb-42	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0291	U Ang San	ဦးအောင်ဆန်း	Sint Gu Tsp	စဉ့်ကူးမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	1-Mar-46	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0292	U Kyi Pyone	ဦးကြည်ပြုံး	Sint Kine Tsp	စဉ့်ကိုင်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	14-Aug-48	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0300	Daw Khin Thandar	ဒေါ်ခင်သန္တာ	Tadaoo Tsp	တံတားဦးမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Female	Bamar	Buddhism	30-May-77	Law	First Pyithu Hluttaw	2012	2015
LWMP-01-0301	U Tin Aye	ဦးတင်အေး	Tadaoo Tsp	တံတားဦးမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	20-Oct-45	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0308	U Maung Oo	ဦးမောင်ဦး	Tat Kone Tsp	တပ်ကုန်းမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	16-Jun-50	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0314	U Khin Maung Nyut	ဦးခင်မောင်ညွှန့်	Thabeikkyin Tsp	သပိတ်ကျင်းမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	11-Jan-50	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0325	U Than Soe	ဦးသန်းစိုး	Tharzi Tsp	သာစည်မြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	13-Apr-56	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0326	U Aung Thaung	ဦးအောင်သောင်း	Thaung Thar Tsp	တောင်သာမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	1-Dec-40	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0343	U Than Myint	ဦးသန်းမြင့်	Wundwin Tsp	ဝမ်းတွင်းမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	7-Jul-56	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0346	U Bo Ni	ဦးဘိုနီ	Yamethin Tsp	ရမည်းသင်းမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	9-Sep-51	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0358	Daw Sandar Min	ဒေါ်စန္ဒာမင်း	Zabuthiri Tsp	ဇမ္ဗူသီရိမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	NLD	Female	Bamar	Buddhism	5-Nov-68	Business	First Pyithu Hluttaw	2012	2015
LWMP-01-0359	U Thein Sein	ဦးသိန်းစိန်	Zabuthiri Tsp	ဇမ္ဗူသီရိမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	20-Apr-45	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0362	Thura U Shwe Mann	သူရဦးရွှေမန်း	Zeyar Thiri Tsp	ဇေယျာသီရိမြို့နယ်	Mandalay	မန္တလေးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	11-Jul-47	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0012	Dr. Soe Moe Aung	ဒေါက်တာစိုးမိုးအောင်	Beelin Tsp	ဘီးလင်းမြို့နယ်	Mon	မွန်ပြည်နယ်	USDP	Male	Bamar	Buddhism	13-Jul-65	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0022	U Hla Maung	ဦးလှမောင်	Chaungzon Tsp	ချောင်းဆုံမြို့နယ်	Mon	မွန်ပြည်နယ်	MDP	Male	Mon	Buddhism	9-Oct-40	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0096	U Myint Lwin	ဦးမြင့်လွင်	Kyaikhto Tsp	ကျိုက်ထိုမြို့နယ်	Mon	မွန်ပြည်နယ်	USDP	Male	Bamar	Buddhism	28-Dec-42	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0097	Daw Mi Yin Chan	ဒေါ်မိယဉ်ချမ်း	Kyaikmayaw Tsp	ကျိုက်မရောမြို့နယ်	Mon	မွန်ပြည်နယ်	USDP	Male	Mon	Buddhism	1-Oct-80	Others	First Pyithu Hluttaw	2010	2015
LWMP-01-0154	Daw Khin Htay Kywe	ဒေါ်ခင်ဌေးကြွယ်	Mawlamyine Tsp	မော်လမြိုင်မြို့နယ်	Mon	မွန်ပြည်နယ်	NLD	Female	Mon	Buddhism	10-Nov-46	Law	First Pyithu Hluttaw	2012	2015
LWMP-01-0155	U Aye Myint	ဦးအေးမြင့်	Mawlamyine Tsp	မော်လမြိုင်မြို့နယ်	Mon	မွန်ပြည်နယ်	USDP	Male	Bamar	Buddhism	7-Nov-48	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0190	U Mya Thein	ဦးမြသိန်း	Mudon Tsp	မုဒုံမြို့နယ်	Mon	မွန်ပြည်နယ်	USDP	Male	Mon	Buddhism	9-Apr-47	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0245	U Khin Maung Myint	ဦးခင်မောင်မြင့်	Paung Tsp	ပေါင်မြို့နယ်	Mon	မွန်ပြည်နယ်	NUP	Male	Bamar	Buddhism	8-Jul-49	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0315	U Saw Ba Thein	ဦးစောဘသိန်း	Tha-htone Tsp	သထုံမြို့နယ်	Mon	မွန်ပြည်နယ်	USDP	Male	Kayin	Buddhism	29-May-48	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0319	U Thein Aung	ဦးသိန်းအောင်	Thanbyuzayat Tsp	သံဖြူဇရပ်မြို့နယ်	Mon	မွန်ပြည်နယ်	MDP	Male	Mon	Buddhism	14-Nov-55	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0350	Daw Mi Myint Than	ဒေါ်မိမြင့်သန်း	Ye Tsp	ရေးမြို့နယ်	Mon	မွန်ပြည်နယ်	MDP	Female	Mon	Buddhism	27-Dec-73	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0003	U Thein Swe	ဦးသိန်းဆွေ	Ann Tsp	အမ်းမြို့နယ်	Rakhine	ရခိုင်ပြည်နယ်	USDP	Male	Bamar	Buddhism	4-Aug-49	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0017	U Shwe Maung	ဦးရွှေမောင်	Buthee Taung Tsp	ဘူးသီးတောင်မြို့နယ်	Rakhine	ရခိုင်ပြည်နယ်	USDP	Male	Bamar	Islamism	30-Jun-65	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0043	U Kyi Thar	ဦးကြည်သာ	Gwa Tsp	ဂွမြို့နယ်	Rakhine	ရခိုင်ပြည်နယ်	USDP	Male	Rakhine	Buddhism	19-May-50	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0102	U Thar Sein	ဦးသာစိန်	Kyauk Taw Tsp	ကျောက်တော်မြို့နယ်	Rakhine	ရခိုင်ပြည်နယ်	RNDP	Male	Rakhine	Buddhism	6-Mar-37	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0107	U Ba Shein	ဦးဘရှိန်	Kyaukphyu Tsp	ကျောက်ဖြူမြို့နယ်	Rakhine	ရခိုင်ပြည်နယ်	RNDP	Male	Rakhine	Buddhism	22-Aug-46	Law	First Pyithu Hluttaw	2010	2015
LWMP-01-0146	U Aung Sein	ဦးအောင်စိန်	Man Aung Tsp	မာန်အောင်မြို့နယ်	Rakhine	ရခိုင်ပြည်နယ်	USDP	Male	Rakhine	Buddhism	21-Sep-43	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0151	U Aung Zaw Win	ဦးအောင်ဇော်ဝင်း	Maungdaw Tsp	မောင်တောမြို့နယ်	Rakhine	ရခိုင်ပြည်နယ်	USDP	Male	Bamar	Islamism	25-May-64	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0162	U Aung Sein Tha	ဦးအောင်စိန်သာ	Minbya Tsp	မင်းပြားမြို့နယ်	Rakhine	ရခိုင်ပြည်နယ်	RNDP	Male	Rakhine	Buddhism	20-Apr-37	Civil Service	First Pyithu Hluttaw	2010	2012
