MPID	Name	Name_in_Burmese	Constituency	ConstituencyBurmese	Region	RegionBurmese	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year
LWMP-01-0092	U Lun Thi	ဦးလွန်းသီ	Kunchangon Tsp	ကွမ်းခြံကုန်းမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	18-Jul-40	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0101	U Aung Kyaw Khin	ဦးအောင်ကျော်ခင်	Kyauk Tan Tsp	ကျောက်တန်းမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	3-Oct-73	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0108	U Soe Win	ဦးစိုးဝင်း	Kyauktada Tsp	ကျောက်တံတားမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	10-Feb-53	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0112	U Than Sein	ဦးသန်းစိန်	Kyimyindine Tsp	ကြည့်မြင်တိုင်မြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	24-Aug-62	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0118	U Khin Maung Win	ဦးခင်မောင်ဝင်း	Lanmadaw Tsp	လမ်းမတော်မြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	NDF	Male					First Pyithu Hluttaw	2010	2015
LWMP-01-0121	U Kyi Myint	ဦးကြည်မြင့်	Latha Tsp	လသာမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	NDF	Male	Bamar	Buddhism	14-Jul-53	Art	First Pyithu Hluttaw	2010	2015
LWMP-01-0156	Dr. May Win Myint	ဒေါက်တာမေဝင်းမြင့်	Mayangone Tsp	မရမ်းကုန်းမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	NLD	Female	Bamar	Buddhism	8-Mar-50	Medicines	First Pyithu Hluttaw	2012	2015
LWMP-01-0157	Dr Pwint Hsan	ဒေါက်တာပွင့်ဆန်း	Mayangone Tsp	မရမ်းကုန်းမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	13-Jul-91	Industry	First Pyithu Hluttaw	2010	2011
LWMP-01-0173	U Tin Maung Win	ဦးတင်မောင်ဝင်း	Mingaladon Tsp	မင်္ဂလာဒုံမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	26-May-57	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0174	Daw Phyu Phyu Thin	ဒေါ်ဖြူဖြူသင်း	Mingalar Taung Nyunt Tsp	မင်္ဂလာတောင်ညွန့်မြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	NLD	Female	Bamar	Buddhism	23-Nov-71	Others	First Pyithu Hluttaw	2012	2015
LWMP-01-0175	U Aung Kyi	ဦးအောင်ကြည်	Mingalar Taung Nyunt Tsp	မင်္ဂလာတောင်ညွန့်မြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	1-Nov-46	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0220	Dr. Than Win	ဒေါက်တာသန်းဝင်း	North Okkalapa Tsp	မြောက်ဥက္ကလာပမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	NDF	Male	Bamar	Buddhism	18-Nov-49	Medicines	First Pyithu Hluttaw	2010	2015
LWMP-01-0231	U Aung San	ဦးအောင်ဆန်း	Pabedan Tsp	ပန်းဘဲတန်းမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	23-Dec-47	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0247	U Aung Zin	ဦးအောင်ဇင်	Pazundaung Tsp	ပုဇွန်တောင်မြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	NDF	Male	Bamar	Buddhism	29-Jun-58	Art	First Pyithu Hluttaw	2010	2015
LWMP-01-0261	Dr. Nay Lin	ဒေါက်တာနေလင်း	Port Tsp	ဆိပ်ကမ်းမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	14-Nov-53	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0278	U Soe Win	ဦးစိုးဝင်း	Sanchaung Tsp	စမ်းချောင်းမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	NDF	Male	Bamar	Buddhism	4-Apr-44	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0283	U Maung Par	ဦးမောင်ပါ	Seikkyi Khanaungto Tsp	ဆိပ်ကြီး/ခနောင်တိုမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	9-Feb-41	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0288	U Tin Maung Oo	ဦးတင်မောင်ဦး	Shwepyithar Tsp	ရွှေပြည်သာမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	4-Aug-60	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0295	Daw Su Su Hlaing	ဒေါ်စုစုလှိုင်	South Dagon Myothit Tsp	ဒဂုံမြို့သစ်(တောင်ပိုင်း)မြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Female	Bamar	Buddhism	20-Jun-68	Others	First Pyithu Hluttaw	2010	2012
LWMP-01-0296	U Aung Thein Lin	ဦးအောင်သိန်းလင်း	South Okkalapa Tsp	တောင်ဥက္ကလာပမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	10-Jul-49	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0302	U Han Sein	ဦးဟန်စိန်	Taikkyi Tsp	တိုက်ကြီးမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	7-Sep-51	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0304	Daw L'ei L'ei Win Swe	ဒေါ်လဲ့လဲ့ဝင်းဆွေ	Tamway Tsp	တာမွေမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Female	Bamar	Buddhism	20-Feb-63	Others	First Pyithu Hluttaw	2010	2015
LWMP-01-0321	U Lwin Oo	ဦးလွင်ဦး	Thanlyin Tsp	သန်လျင်မြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	27-Oct-63	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0323	U Maung Maung Soe	ဦးမောင်မောင်စိုး	Tharkayta Tsp	သာကေတမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	14-Aug-46	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0332	U Thein Nyunt	ဦးသိန်းညွှန့်	Thingangyun Tsp	သင်္ဃန်းကျွန်းမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	NDF	Male	Bamar	Buddhism	12-Dec-44	Law	First Pyithu Hluttaw	2010	2015
LWMP-01-0334	Thura U Myint Maung	သူရဦးမြင့်မောင်	Thongwa Tsp	သုံးခွမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	19-Jan-41	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0337	U Soe Thar	ဦးစိုးသာ	Twante Tsp	တွံတေးမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	11-Nov-44	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0347	U Thar Win	ဦးသာဝင်း	Yankin Tsp	ရန်ကင်းမြို့နယ်	Yangon	ရန်ကုန်တိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	10-Jul-49	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0363	Major Pyae Phyo Kyaw	ဗိုလ်မှူးပြည့်ဖြိုးကျော်					Military	Male					First Pyithu Hluttaw	2013	2013
LWMP-01-0364	Lt. Colonel Moe Kyaw	ဒုဗိုလ်မှူးကြီးမိုးကျော်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0365	Lt. Colonel Mya Oo	ဒုဗိုလ်မှူးကြီးမြဦး					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0366	Lt. Colonel Myint Maw	ဒုဗိုလ်မှူးကြီးမြင့်မော်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0367	Lt. Colonel Moe Kyaw Oo	ဒုဗိုလ်မှူးကြီးမိုးကျော်ဦး					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0368	Lt. Colonel Win Zaw Myint	ဒုဗိုလ်မှူးကြီးဝင်းဇော်မြင့်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0369	Lt. Colonel Myat Ko	ဒုဗိုလ်မှူးကြီးမြတ်ကို					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0370	Major Han Soe Htut	ဗိုလ်မှူးဟန်စိုးထွဋ်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0371	Major Ye Soe	ဗိုလ်မှူးရဲစိုး					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0372	Major Than Naing Lwin	ဗိုလ်မှူးသန်းနိုင်လွင်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0373	Major Ye Wunt Htet	ဗိုလ်မှူးရဲဝင့်ထက်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0374	Major Aye Ko Ko	ဗိုလ်မှူးအေးကိုကို					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0375	Major Myo Min Maung	ဗိုလ်မှူးမျိုးမင်းမောင်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0376	Major Aung Thwin Soe	ဗိုလ်မှူးအောင်သွင်စိုး					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0377	Major Soe Min Aye	ဗိုလ်မှူးစိုးမင်းအေး					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0378	Major Moe Oo Kyaw	ဗိုလ်မှူးမိုးဦးကျော်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0379	Major Myo Htway	ဗိုလ်မှူးမျိုးထွေး					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0380	Major Aung Kyaw Lwin	ဗိုလ်မှူးအောင်ကျော်လွင်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0381	Major Nway Oo	ဗိုလ်မှူးနွေဦး					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0382	Major Ye Myint Lwin	ဗိုလ်မှူးရဲမြင့်လွင်					Military	Male					First Pyithu Hluttaw	2013	2015
LWMP-01-0383	Colonel Tin San Naing	ဗိုလ်မှူးကြီးတင်ဆန်းနိုင်					Military	Male					First Pyithu Hluttaw	2012	2015
LWMP-01-0384	Major Nyi Nyi Zaw	ဗိုလ်မှူးညီညီဇော်					Military	Male					First Pyithu Hluttaw	2012	2015
LWMP-01-0385	Major Tin Kyaw Oo	ဗိုလ်မှူးတင်ကျော်ဦး					Military	Male					First Pyithu Hluttaw	2012	2015
LWMP-01-0386	Major Zin Myo Latt	ဗိုလ်မှူးဇင်မျိုးလတ်					Military	Male					First Pyithu Hluttaw	2012	2015
LWMP-01-0387	Major Yan Naung Soe	ဗိုလ်မှူးရန်နောင်စိုး					Military	Male	Bamar	Buddhism	31-Jan-79		First Pyithu Hluttaw	2010	2013
LWMP-01-0388	Major Thein Tun	ဗိုလ်မှူးသိန်းထွန်း					Military	Male	Bamar	Buddhism	5-Apr-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0389	Brig.General Win Myint	ဗိုလ်မှူးချုပ်ဝင်းမြင့်					Military	Male	Bamar	Buddhism	19-Mar-58		First Pyithu Hluttaw	2010	2012
LWMP-01-0390	Major Myo Maung	ဗိုလ်မှူးမျိုးမောင်					Military	Male					First Pyithu Hluttaw	2010	2012
LWMP-01-0391	Major Lin Tun	ဗိုလ်မှူးလင်းထွန်း					Military	Male					First Pyithu Hluttaw	2010	2012
LWMP-01-0392	Major Yan Naing Win	ဗိုလ်မှူးရန်နိုင်ဝင်း					Military	Male					First Pyithu Hluttaw	2010	2012
LWMP-01-0393	Lt. Colonel Win Zaw Htay	ဒုဗိုလ်မှူးကြီးဝင်းဇော်ဌေး					Military	Male	Shan	Buddhism	5-Jun-68		First Pyithu Hluttaw	2010	2013
LWMP-01-0394	Lt. Colonel Thein Htay	ဒုဗိုလ်မှူးကြီးသိန်းဌေး					Military	Male	Bamar	Buddhism	16-Feb-60		First Pyithu Hluttaw	2010	2013
LWMP-01-0395	Lt. Colonel Saw Myint Win Aung	ဒုဗိုလ်မှူးကြီးစောမြင့်ဝင်းအောင်					Military	Male	Kayin	Buddhism	11-Dec-69		First Pyithu Hluttaw	2010	2013
LWMP-01-0396	Lt. Colonel Kyaw Aung	ဒုဗိုလ်မှူးကြီးကျော်အောင်					Military	Male	Bamar	Buddhism	9-Jul-69		First Pyithu Hluttaw	2010	2013
LWMP-01-0397	Lt. Colonel Kyaw Naing	ဒုဗိုလ်မှူးကြီးကျော်နိုင်					Military	Male					First Pyithu Hluttaw	2010	2013
LWMP-01-0398	Lt. Colonel Myo Min	ဒုဗိုလ်မှူးကြီးမျိုးမင်း					Military	Male					First Pyithu Hluttaw	2010	2013
LWMP-01-0399	Major Thein Htay Aung	ဗိုလ်မှူးသိန်းဌေးအောင်					Military	Male	Bamar	Buddhism	13-Apr-78		First Pyithu Hluttaw	2010	2013
LWMP-01-0400	Major Win Naing	ဗိုလ်မှူးဝင်းနိုင်					Military	Male	Rakhine	Buddhism	12-Feb-78		First Pyithu Hluttaw	2010	2013
LWMP-01-0401	Major Khin Soe	ဗိုလ်မှူးခင်စိုး					Military	Male	Bamar	Buddhism	12-Aug-68		First Pyithu Hluttaw	2010	2013
LWMP-01-0402	Major Aye Win	ဗိုလ်မှူးအေးဝင်း					Military	Male	Bamar	Buddhism	2-Sep-69		First Pyithu Hluttaw	2010	2013
LWMP-01-0403	Major Than Oo	ဗိုလ်မှူးသန်းဦး					Military	Male	Bamar	Buddhism	29-Oct-65		First Pyithu Hluttaw	2010	2013
LWMP-01-0404	Major Myat Thu	ဗိုလ်မှူးမြတ်သူ					Military	Male	Bamar	Buddhism	14-Nov-63		First Pyithu Hluttaw	2010	2013
LWMP-01-0405	Major Myo Zaw Oo	ဗိုလ်မှူးမျိုးဇော်ဦး					Military	Male					First Pyithu Hluttaw	2010	2013
LWMP-01-0406	Major Soe Lin Maung	ဗိုလ်မှူးစိုးလင်းမောင်					Military	Male					First Pyithu Hluttaw	2010	2013
LWMP-01-0407	Major Yan Naing Htoo	ဗိုလ်မှူးရန်နိုင်ထူး					Military	Male					First Pyithu Hluttaw	2010	2013
LWMP-01-0408	Major Soe Hlaing Min	ဗိုလ်မှူးစိုးလှိုင်မင်း					Military	Male					First Pyithu Hluttaw	2010	2013
LWMP-01-0409	Major Myo Thet Oo	ဗိုလ်မှူးမျိုးသက်ဦး					Military	Male					First Pyithu Hluttaw	2010	2013
LWMP-01-0410	Major Win Aung	ဗိုလ်မှူးဝင်းအောင်					Military	Male					First Pyithu Hluttaw	2010	2013
LWMP-01-0411	Major Than Htaik	ဗိုလ်မှူးသန်းထိုက်					Military	Male					First Pyithu Hluttaw	2010	2013
LWMP-01-0412	Brig.General Wai Linn	ဗိုလ်မှူးချုပ်ဝေလင်း					Military	Male	Bamar	Buddhism	14-Apr-54		First Pyithu Hluttaw	2010	2015
LWMP-01-0413	Brig.General Tauk Tun	ဗိုလ်မှူးချုပ်တောက်ထွန်း					Military	Male	Bamar	Buddhism	10-Mar-62		First Pyithu Hluttaw	2010	2015
LWMP-01-0414	Brig.General Min Naung	ဗိုလ်မှူးချုပ်မင်းနောင်					Military	Male	Bamar	Buddhism	16-Oct-60		First Pyithu Hluttaw	2010	2015
LWMP-01-0415	Colonel Aung Thila	ဗိုလ်မှူးကြီးအောင်သီဟ					Military	Male	Shan	Buddhism	22-Jan-61		First Pyithu Hluttaw	2010	2015
LWMP-01-0416	Colonel Aung Myint	ဗိုလ်မှူးကြီးအောင်မြင့်					Military	Male	Bamar	Buddhism	9-Sep-62		First Pyithu Hluttaw	2010	2015
LWMP-01-0417	Colonel Mynint Han	ဗိုလ်မှူးကြီးမြင့်ဟန်					Military	Male	Bamar	Buddhism	14-Dec-61		First Pyithu Hluttaw	2010	2015
LWMP-01-0418	Colonel Khin Maung Tun	ဗိုလ်မှူးကြီးခင်မောင်ထွန်း					Military	Male	Bamar	Buddhism	28-Sep-63		First Pyithu Hluttaw	2010	2015
LWMP-01-0419	Colonel Saw Min	ဗိုလ်မှူးကြီးစောမင်း					Military	Male	Bamar	Buddhism	25-Dec-62		First Pyithu Hluttaw	2010	2015
LWMP-01-0420	Colonel Than Htut Thein	ဗိုလ်မှူးကြီးသန်းထွဋ်သိန်း					Military	Male	Bamar	Buddhism	20-Dec-62		First Pyithu Hluttaw	2010	2015
LWMP-01-0421	Colonel Than Htun Oo	ဗိုလ်မှူးကြီးသန်းထွန်းဦး					Military	Male	Bamar	Buddhism	28-Feb-64		First Pyithu Hluttaw	2010	2015
LWMP-01-0422	Colonel Kyaw Shwe	ဗိုလ်မှူးကြီးကျော်ရွှေ					Military	Male	Rakhine	Buddhism	24-Dec-65		First Pyithu Hluttaw	2010	2015
LWMP-01-0423	Colonel Hla Myint Soe	ဗိုလ်မှူးကြီးလှမြင့်စိုး					Military	Male	Rakhine	Buddhism	13-Mar-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0424	Colonel Tint San	ဗိုလ်မှူးကြီးတင့်စန်း					Military	Male	Bamar	Buddhism	14-Mar-62		First Pyithu Hluttaw	2010	2015
LWMP-01-0425	Colonel Myint Ko Ko	ဗိုလ်မှူးကြီးမြင့်ကိုကို					Military	Male	Bamar	Buddhism	10-Jan-57		First Pyithu Hluttaw	2010	2015
LWMP-01-0426	Colonel Htay Naing	ဗိုလ်မှူးကြီးဌေးနိုင်					Military	Male	Bamar	Buddhism	14-Apr-58		First Pyithu Hluttaw	2010	2015
LWMP-01-0427	Lt. Colonel Saw Shwe	ဒုဗိုလ်မှူးကြီးစောရွှေ					Military	Male	Rakhine	Buddhism	5-Mar-59		First Pyithu Hluttaw	2010	2015
LWMP-01-0428	Lt. Colonel Ngwe Soe	ဒုဗိုလ်မှူးကြီးငွေစိုး					Military	Male	Bamar	Buddhism	7-Jun-61		First Pyithu Hluttaw	2010	2015
LWMP-01-0429	Lt. Colonel Kyaw Myint	ဒုဗိုလ်မှူးကြီးကျော်မြင့်					Military	Male	Bamar	Buddhism	29-Jan-62		First Pyithu Hluttaw	2010	2015
LWMP-01-0430	Lt. Colonel Nyi Nyi Lwin	ဒုဗိုလ်မှူးကြီးညီညီလွင်					Military	Male	Bamar	Buddhism	23-Dec-64		First Pyithu Hluttaw	2010	2015
LWMP-01-0431	Lt. Colonel Pe Kyaing	ဒုဗိုလ်မှူးကြီးဖေကြိုင်					Military	Male	Shan	Buddhism	24-Feb-66		First Pyithu Hluttaw	2010	2015
LWMP-01-0432	Lt. Colonel Khin Maung Win	ဒုဗိုလ်မှူးကြီးခင်မောင်ဝင်း					Military	Male	Bamar	Buddhism	20-Jun-66		First Pyithu Hluttaw	2010	2015
LWMP-01-0433	Lt. Colonel Wn Naing	ဒုဗိုလ်မှူးကြီးဝင်းနိုင်					Military	Male	Bamar	Buddhism	2-Mar-66		First Pyithu Hluttaw	2010	2015
LWMP-01-0434	Lt. Colonel Thame Htut (a) Mae Mae	ဒုဗိုလ်မှူးကြီးသိန်းထွဋ် (ခ) မဲမဲ					Military	Male	Bamar	Buddhism	26-Jul-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0435	Lt. Colonel Tin Moe (a) Aung Kyaw Soe	ဒုဗိုလ်မှူးကြီးတင်မိုး (ခ) အောင်ကျော်စိုး					Military	Male	Bamar	Buddhism	22-Jun-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0436	Lt. Colonel Hla Soe	ဒုဗိုလ်မှူးကြီးလှစိုး					Military	Male	Bamar	Buddhism	12-Jun-66		First Pyithu Hluttaw	2010	2015
LWMP-01-0437	Lt. Colonel Tun Lin Oo	ဒုဗိုလ်မှူးကြီးထွန်းလင်းဦး					Military	Male	Bamar	Buddhism	21-Dec-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0438	Lt. Colonel Ye Htut	ဒုဗိုလ်မှူးကြီးရဲထွဋ်					Military	Male	Bamar	Buddhism	22-May-69		First Pyithu Hluttaw	2010	2015
LWMP-01-0439	Lt. Colonel Myat Khine	ဒုဗိုလ်မှူးကြီးမြတ်ခိုင်					Military	Male	Bamar	Buddhism	14-Apr-60		First Pyithu Hluttaw	2010	2015
LWMP-01-0440	Lt. Colonel Htin Kyaw Soe	ဒုဗိုလ်မှူးကြီးထင်ကျော်စိုး					Military	Male	Bamar	Buddhism	26-Sep-70		First Pyithu Hluttaw	2010	2015
LWMP-01-0441	Lt. Colonel Aung Khine	ဒုဗိုလ်မှူးကြီးအောင်ခိုင်					Military	Male	Bamar	Buddhism	14-Mar-71		First Pyithu Hluttaw	2010	2015
LWMP-01-0442	Lt. Colonel Than Naing	ဒုဗိုလ်မှူးကြီးသန်းနိုင်					Military	Male	Bamar	Buddhism	14-Apr-66		First Pyithu Hluttaw	2010	2015
LWMP-01-0443	Lt. Colonel Thein Win	ဒုဗိုလ်မှူးကြီးသိန်းဝင်း					Military	Male	Bamar	Buddhism	28-Jul-66		First Pyithu Hluttaw	2010	2015
LWMP-01-0444	Lt. Colonel Myo Htoo	ဒုဗိုလ်မှူးကြီးမျိုးထူး					Military	Male	Bamar	Buddhism	23-Apr-71		First Pyithu Hluttaw	2010	2015
LWMP-01-0445	Lt. Colonel Myo Myint Oo	ဒုဗိုလ်မှူးကြီးမျိုးမြင့်ဦး					Military	Male	Bamar	Buddhism	17-Jul-69		First Pyithu Hluttaw	2010	2015
LWMP-01-0446	Lt. Colonel Kyaw Thiha	ဒုဗိုလ်မှူးကြီးကျော်သီဟ					Military	Male	Bamar	Buddhism	26-Nov-63		First Pyithu Hluttaw	2010	2015
LWMP-01-0447	Lt. Colonel Moe Hein	ဒုဗိုလ်မှူးကြီးမိုးဟိန်း					Military	Male	Bamar	Buddhism	30-Sep-69		First Pyithu Hluttaw	2010	2015
LWMP-01-0448	Lt. Colonel Khin Myint	ဒုဗိုလ်မှူးကြီးခင်မြင့်					Military	Male	Bamar	Buddhism	10-Dec-62		First Pyithu Hluttaw	2010	2015
LWMP-01-0449	Major Aung Zaw Moe	ဗိုလ်မှူးအောင်ဇော်မိုး					Military	Male	Bamar	Buddhism	6-Jul-69		First Pyithu Hluttaw	2010	2015
LWMP-01-0450	Major Thet Win Aung	ဗိုလ်မှူးသက်ဝင်းအောင်					Military	Male	Rakhine	Buddhism	1-Aug-69		First Pyithu Hluttaw	2010	2015
LWMP-01-0451	Major Khin Zaw Moe	ဗိုလ်မှူးခင်ဇော်မိုး					Military	Male	Rakhine	Buddhism	16-Aug-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0452	Major Kyaw Linn	ဗိုလ်မှူးကျော်လင်း					Military	Male	Bamar	Buddhism	9-Dec-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0453	Major Htoo Aung	ဗိုလ်မှူးထူးအောင်					Military	Male	Bamar	Buddhism	29-Jul-72		First Pyithu Hluttaw	2010	2015
LWMP-01-0454	Major Aung Myat Toe	ဗိုလ်မှူးအောင်မြတ်တိုး					Military	Male	Bamar	Buddhism	5-Sep-71		First Pyithu Hluttaw	2010	2015
LWMP-01-0455	Major Hla Moe	ဗိုလ်မှူးလှမိုး					Military	Male	Bamar	Buddhism	31-Oct-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0456	Major Soe Linn Aye	ဗိုလ်မှူးစိုးလင်းအေး					Military	Male	Bamar	Buddhism	25-Jun-67		First Pyithu Hluttaw	2010	2015
LWMP-01-0457	Major Wing Aung	ဗိုလ်မှူးဝင်းအောင်					Military	Male	Bamar	Buddhism	26-Apr-78		First Pyithu Hluttaw	2010	2015
LWMP-01-0458	Major Myo Thet Oo	ဗိုလ်မှူးမျိုးသက်ဦး					Military	Male	Bamar	Buddhism	9-Feb-78		First Pyithu Hluttaw	2010	2015
LWMP-01-0459	Major Soe Hlaing Min	ဗိုလ်မှူးစိုးလှိုင်မင်း					Military	Male	Rakhine	Buddhism	21-Nov-78		First Pyithu Hluttaw	2010	2015
LWMP-01-0460	Major Aung Kyaw Hnin	ဗိုလ်မှူးအောင်ကျော်နှင်း					Military	Male	Bamar	Buddhism	20-Jun-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0461	Major Than Zaw Oo	ဗိုလ်မှူးသန်းဇော်ဦး					Military	Male	Rakhine	Buddhism	22-Dec-66		First Pyithu Hluttaw	2010	2015
LWMP-01-0462	Major Kyaw Kyaw Htet	ဗိုလ်မှူးကျော်ကျော်ထက်					Military	Male	Bamar	Buddhism	25-Mar-76		First Pyithu Hluttaw	2010	2015
LWMP-01-0463	Major Thaw Zin	ဗိုလ်မှူးသော်ဇင်					Military	Male	Bamar	Buddhism	15-Oct-76		First Pyithu Hluttaw	2010	2015
LWMP-01-0464	Major Soe Linn Maung	ဗိုလ်မှူးစိုးလင်းမောင်					Military	Male	Bamar	Buddhism	10-Apr-79		First Pyithu Hluttaw	2010	2015
LWMP-01-0465	Mjaor Myat Thein	ဗိုလ်မှူးမြတ်သိန်း					Military	Male	Bamar	Buddhism	16-Jan-76		First Pyithu Hluttaw	2010	2015
LWMP-01-0466	Major Soe Thu	ဗိုလ်မှူးစိုးသူ					Military	Male	Bamar	Buddhism	13-Jun-72		First Pyithu Hluttaw	2010	2015
LWMP-01-0467	Major Tin Aung Win	ဗိုလ်မှူးတင်အောင်ဝင်း					Military	Male	Bamar	Buddhism	2-Sep-72		First Pyithu Hluttaw	2010	2015
LWMP-01-0468	Major Htin Aung Kyaw	ဗိုလ်မှူးထင်အောင်ကျော်					Military	Male	Bamar	Buddhism	15-Jan-72		First Pyithu Hluttaw	2010	2015
LWMP-01-0469	Major Kyaw Myint Aung	ဗိုလ်မှူးကျော်မြင့်အောင်					Military	Male	Bamar	Buddhism	25-Sep-70		First Pyithu Hluttaw	2010	2015
LWMP-01-0470	Major Myat Ko	ဗိုလ်မှူးမြတ်ကို					Military	Male	Bamar	Buddhism	29-Apr-76		First Pyithu Hluttaw	2010	2015
LWMP-01-0471	Major Aung Paing Oo	ဗိုလ်မှူးအောင်ပိုင်ဦး					Military	Male	Mon	Buddhism	10-Nov-72		First Pyithu Hluttaw	2010	2015
LWMP-01-0472	Mjaor Zaw Naing Oo	ဗိုလ်မှူးဇော်နိုင်ဦး					Military	Male	Bamar	Buddhism	15-Mar-69		First Pyithu Hluttaw	2010	2015
LWMP-01-0473	Major Kyaw Niang Tun	ဗိုလ်မှူးကျော်နိုင်ထွန်း					Military	Male	Bamar	Buddhism	30-Apr-71		First Pyithu Hluttaw	2010	2015
