state_or_region,constituency_number,constituency_name,ward_village_number,ward_village
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,11,ထာဝကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,12,နိဗ္ဗာန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,13,မွေဘွေး ကုန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,14,ရစ်ကန်ကြီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,15,သံတံခါး ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,16,သင်ဘန်းကန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,17,သံဒင်း ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,18,ပိုင်ကျုံကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,19,အုန်းနှဲကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,20,အလယ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,21,အဒူးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,22,ကံအောင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,23,နောင်ဘိုကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,24,ပေါက်ကုန်းကြီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,25,သရက်ကုန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,26,အေးရွာအသင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,27,အောင်မြေကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,28,ကန်တော်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,29,ကန်လှကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,30,တံတားဦးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,31,ထိတံအသင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,32,ပင်ကလောင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,33,ဘန်ဒါကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,34,ဘလောက်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,35,မိလောက်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,36,မမောက်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,37,ရွှေတဆုတ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,38,ရွှေဂန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,39,ဝဲပတန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,40,သက္ကလ အသင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,41,အောင်မင်္ဂလာကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,42,ငွေတောင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,43,အောင်သပြေကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,44,အောင်ကောင်းညွန့်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,45,ဖိုရိုးစုကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,46,ကံပေါ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,47,ပျော်ဘွယ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,48,ခဲနန် အသင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကဝမြို့နယ်,49,ကန်ညီနောင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,1,မင်းပိုင်းရပ်ကွက်(ကဝမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,2,ရုံးကြီးရပ်ကွက်(ကဝမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,3,ခမေလေးရပ်ကွက်(ကဝမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,4,အောင်မင်္ဂလာရပ်ကွက် (သက္ကလမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,5,ဘူတာရပ်ကွက်(သက္ကလမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,6,စျေးကြီးရပ်ကွက် (သက္ကလမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,7,ကံတော်မင်္ဂလာရပ်ကွက်(သက္ကလမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,8,ရွှေပြည်အေး ရပ်ကွက်(သက္ကလမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,9,မြို့မစံပြရပ်ကွက်(သက္ကလမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,10,ကြာတောကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,11,ကျောင်းတိုက်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,12,ကမ်းပြောင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,13,ခမေကြီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,14,ခနီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,15,ခနာကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,16,ဇွဲကိုက် ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,17,ဇီးဖြူကုန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,18,ညောင်ပင် ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,19,မိုးကနိမ်း(မြန်မာ)ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,20,ဘုမ္မဇိုး ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,21,မိုးကနိမ်း(ကရင်)ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,22,မကျက်ကြီး ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,23,ရှမ်းကန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,24,သဗြုကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,25,သပြေကန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,26,အင်းဝကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,27,ကသစ်ပင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,28,ခမွန်ကန်ကြီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,29,ခမွန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,30,တကောကနုတ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,31,ထဲနန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,32,မက္ကဘင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,33,မုဒု ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,34,သာယာကုန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,35,ထိတန် ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,36,ကဒတ်စိန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,37,ကံမြင့်ကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,38,ကံထူးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,39,ကံအေးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,40,ချမ်းသာကြီးကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,41,ဉာဏ်ဦးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,42,ပေါက်ကန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,43,ရွှေပုံစုကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,44,ရွှေပေါက်ပင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,45,ရွှေညောင်ပင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,46,ဝါးတောကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,47,သပြေကန်အသင်းကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,48,အောင်နိုင်ကြီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,49,အေးမွန်ကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,50,အောင်သာကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,51,အောင်ကံလှိုင် ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကဝမြို့နယ်,52,အောင်မိတ်သာကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,1,ကွင်းနောက်ရပ်ကွက် (ကျောက်တံခါးမြို့)
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,2,စာတိုက်ရပ်ကွက်  ( ကျောက်တံခါးမြို့ )
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,3,စျေးပိုင်းရပ်ကွက်(ကျောက်တံခါးမြို့ )
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,4,ကွင်းတောင်ရပ်ကွက်(ကျောက်တံခါးမြို့)
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,5,ကွင်းမြောက် ရပ်ကွက်(ကျောက်တံခါးမြို့ )
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,6,ဆေးရိုးခင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,7,ခွက်မကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,8,ကံကလေးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,9,ကျေးရိုး ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,10,မီးတိုင်တောကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,11,ဂနက်ကျေးရွာ အုပ်စု  ဟာရီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,13,ဂွေးကုန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,14,ဘွဲ့ချင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,15,ထီးလပ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,16,ကင်း ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,17,ဆီဆုံကုန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,18,ဖဒိုကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,19,ဝိုင်းကြီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,20,တောင်ပေါ်စုကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,21,ရှမ်းဒိုးတန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,22,ဂျို့ချောင်းကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,23,မြို့ချောင်းကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,24,ကုန်းလည်ရိုးကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,25,ဖြူးစုကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,26,ဂုံမင်းကွင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ကျောက်တံခါးမြို့နယ်,27,ဆယ့်လေးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,1,တပင်ရွှေထီးရပ်ကွက် ( ပဲနွယ်ကုန်းမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,2,ဂုဏ်တော်ရပ်ကွက် ( ပဲနွယ်ကုန်းမြို့ )
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,3,ပြည်တော်သာရပ်ကွက် (ပဲနွယ်ကုန်းမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,4,သတိပဋ္ဌာန်ရပ်ကွက် (ပဲနွယ်ကုန်းမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,5,မြို့မရပ်ကွက်  (ပဲနွယ်ကုန်းမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,6,သံမဏိရပ်ကွက်(ပဲနွယ်ကုန်းမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,7,အောင် မြေရပ်ကွက်(ပဲနွယ်ကုန်းမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,8,ကမ္ဘောဇရပ်ကွက်(ပဲနွယ်ကုန်းမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,9,တောကျွဲအင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,10,ရင်းတိုက်ကုန်းကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,11,သမင်အင်းကုန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,12,တောင်ခင်ကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,13,ကျောင်းစိုးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,14,ကြိမ်ခါးကုန်းကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,15,ဗောဓိကွင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,16,အနန်းဘော်ကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,17,ကညင်ကျိုးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,18,ဆင်ဇလုပ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,19,ခင်အင်းကြီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,20,ကြာအင်းကုန်းကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,21,ကင်မွန်းအင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,22,တူမောင်ကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,23,လက်ခံကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,24,နံဇကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,25,မကျီးပင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,26,ပဲနွယ်ကုန်းရွာမကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,27,ဇရပ်ခင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,28,ခင်ကြီး(ရှမ်းစု) ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,29,သံပုရာခုန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,30,ကျွန်းချောင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,31,သူဌေးကြီးရွာသစ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,32,ဆားပြင်ကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ကျောက်တံခါးမြို့နယ်,33,အင်းပတ်လည်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,1,မြို့မရပ်ကွက်အမှတ်(1)(ညောင်လေးပင်မြို့)
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,2,မြို့မရပ်ကွက် အမှတ်(4)(ညောင်လေးပင်မြို့)
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,3,မြို့မရပ်ကွက်အမှတ်(5) (ညောင် လေးပင်မြို့)
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,4,မြို့မ(1)ရပ်ကွက်(မဒေါက်မြို့)
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,5,မြို့မ(2)ရပ်ကွက် (မဒေါက်မြို့)
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,6,မြို့မ(1)ရပ်ကွက်(ပိန်းဇလုပ်မြို့)
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,7,မြို့မ(2)ရပ်ကွက် (ပိန်းဇလုပ်မြို့)
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,8,ဒလဆိပ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,9,ဂွေးကုန်း(အရှေ့) ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,10,အင်းချောင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,11,အင်ကုန်း ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,12,အင်းဝိုင်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,13,ကလိန်ခင် ကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,14,ကံကလေးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,15,ကွင်းဒလကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,16,ကျဘန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,17,ကြံဘိုကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,18,မုက္ခမူကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,19,မိုးခိုကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,20,ငှက်ပျော တော ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,21,ညောင်ပင်ပေါက်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,22,ပျဉ်ရေကြီးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,23,စမ်းကလေး(အရှေ့)ကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,24,ဆွဲဒလွဲကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,25,ထော်နွတ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,26,တော်ပသီကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,27,တော်ဝိ ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,28,ထိန်တပင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,29,ဝါးပတော ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,30,ရေဖြူကန်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,31,ရေတွင်းကုန်း ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,32,ရေဆုံးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,33,ဇီးကုန်းကြီး ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,1,ညောင်လေးပင်မြို့နယ်,34,ဝါးရုံကုန်းကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,1,မြို့မ(2)ရပ်ကွက်(ညောင်လေးပင်မြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,2,မြို့မ(3)ရပ်ကွက် (ညောင်လေးပင်မြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,3,မြို့မ(1)ရပ်ကွက်(ပြွန်တန်ဆာမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,4,မြို့မ(2)ရပ်ကွက်(ပြွန်တန်ဆာမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,5,မြို့မ(3)ရပ်ကွက် (ပြွန်တန်ဆာမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,6,မြို့မ(4)ရပ်ကွက်(ပြွန်တန်ဆာမြို့)
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,7,အလယ် ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,8,ချောင်းကျိုးကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,9,အေးကျေးရွာ အုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,10,ဂျို့ပင်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,11,ဂျောင်းတာကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,12,လှည်းဆိပ်ကျေးရွာအုပ်စု
ပဲခူးတိုင်းဒေသကြီး,2,ညောင်လေးပင်မြို့နယ်,13,ကုန်းအင်းကျေးရွာအုပ်စု
