state_or_region,constituency_number,constituency_name,ward_village_number,ward_village
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,9,ကျောက်စရစ်ကုန်း(မြောက်) ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,10,မြွေဟင်္သာကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,11,စကျင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,12,မြွေရွှေခဲကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,13,မြေစွန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,14,တောပု ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,15,ပန်းယျကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,16,သရက်တောကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,17,သဲကောကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,18,သူရဲဇက်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,19,ဟလင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,20,ဥဒိန်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,21,ကျောက်စ ရစ်ကုန်း(တောင်)ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,22,ဝန်စုကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,23,ပိုဝကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,24,ဝေဟင်္ဂမကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,25,သဲကျွန်း ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,26,တဲကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,27,ငယ်တိုးကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,28,ဟင်္သာကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,29,ရှင်လှကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,30,ပျဉ်ကာကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,31,အောက်တောင်ကိုင်းကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,32,အိုင့်ဒိုင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,33,ရွှေဘိုးကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,34,ရွှေချောင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,35,သုံးဆယ်ပေးကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,36,ဆင်ကျွန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,37,ညောင်ကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,38,ကျွဲခြံကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,39,ဆူးကားကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,40,ရွှေဘောင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,41,နန်းတော်ကျွန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,42,ကုန်းတန်းကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,43,ချောင်းပေါက်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,44,ပေါက်ဝဲကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မတ္တရာမြို့နယ်,45,လှိုင်ကျွန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,1,အမှတ်(1)ရပ်ကွက် (စဉ့်ကူးမြို့)
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,2,အမှတ်(2)ရပ်ကွက် (စဉ့်ကူးမြို့)
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,3,ခူလယ်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,4,ငပြင်းအင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,5,ရွှေကျင် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,6,ရွှေလှေကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,7,ဆည်သည်ကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,8,ခက်သင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,9,လက်ပန်ကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,10,ဝါးရုံကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,11,ဆည်ကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,12,ကျောင်းဆိပ်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,13,ထုံးကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,14,ရေတော်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,15,သာယာဝတီကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,16,မြစိမ်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,17,ဟင်္သာဖိုကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,18,ဟင်္သာမ ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,19,ဇီးကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,20,သဲအင်းကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,21,ကျွန်းကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,စဥ့်ကူးမြို့နယ်,22,လက်ပန်ဇင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,1,ဇီးကျွန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,2,ဆင်သေကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,3,ရွှေဒုံး ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,4,ရွှေဂုံတိုင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,5,ညောင်ပင်ကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,6,တောင်အင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,7,ကြာဥယျာဉ်ကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,8,လက်ပန်လှကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,9,ရှောက်ပင်ရိုးကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,10,နတ္တောင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,11,မာလဲကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,12,ကုက္ကိုကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,13,မင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,14,ငွေတောင် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,15,ညောင်ဝန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,16,ရွှေပြည်ကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,စဥ့်ကူးမြို့နယ်,17,ခတက်ချဉ် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,1,မြို့မရပ်ကွက် (မိုးကုတ်မြို့)
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,2,ရှောလီဝိုင်းရပ်ကွက် (မိုးကုတ်မြို့)
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,3,လယ်ဦးရပ်ကွက် (မိုးကုတ်မြို့)
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,4,ပိန်းပြစ်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,5,ချောင်းကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,6,ကျောက်ဝါကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,7,လီရှောကျောက်ပုံကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,8,ကြက်နှစ်ဖကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,9,လီရှောလယ်ဦးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,10,ဗမွန်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,11,ဖြူရောင် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,12,ရွာသာယာကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,13,ဟိုဝိတ်ကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,14,ဝင်္ကဘာကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,15,ညောင်ပင်သာကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,မိုးကုတ်မြို့နယ်,16,ညောင်ထောက်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,1,မင်းတံတားရပ်ကွက် (မိုးကုတ်မြို့)
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,2,ရေပူရပ်ကွက် (မိုးကုတ်မြို့)
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,3,သဒွတ်သျှိုကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,4,လွယ်ငင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,5,ကျောက်တလုံးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,6,ကသဲကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,7,ပင်သပြေ ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,8,ပြောင်းပြင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,9,ကျောက်ဆင် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,10,ဘော့လုံးကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,11,ကပိုင်ကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,12,ရေအေးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,13,လောင်းစင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,14,ကင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,15,ရွှေညောင်ပင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,16,အုန်ဒန်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,17,ကျပ်ပြင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,မိုးကုတ်မြို့နယ်,18,တောင်ဒွန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,သပိတ်ကျင်းမြို့နယ်,1,ဆိပ်ကမ်းရပ်ကွက် (သပိတ်ကျင်းမြို့)
မန္တလေးတိုင်းဒေသကြီး,1,သပိတ်ကျင်းမြို့နယ်,2,ကဘဲ့ရပ်ကွက် (သပိတ်ကျင်းမြို့)
မန္တလေးတိုင်းဒေသကြီး,1,သပိတ်ကျင်းမြို့နယ်,3,7 မိုင်ချမ်းသာကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,သပိတ်ကျင်းမြို့နယ်,4,ကျောက်ကြီး ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,သပိတ်ကျင်းမြို့နယ်,5,ဝါးဖြူတောင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,သပိတ်ကျင်းမြို့နယ်,6,ကျောက် လှည်းဘီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,သပိတ်ကျင်းမြို့နယ်,7,အုံးဇုံးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,သပိတ်ကျင်းမြို့နယ်,8,ချောင်းကြီး ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,သပိတ်ကျင်းမြို့နယ်,9,ဂွေးပင်မှော်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,1,အမှတ်(1) ရပ်ကွက် (တကောင်းမြို့)
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,2,အမှတ်(2)ရပ်ကွက် (တကောင်းမြို့)
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,3,အမှတ်(3)ရပ်ကွက် (တကောင်းမြို့)
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,4,စမ္ပါယ် နဂိုရ်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,5,ကျောက်ဖျာကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,6,တွင်းငယ် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,7,ကျောက်ဖြူကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,8,ရေညာဦးကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,9,ပေါက်တပင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,10,ဝါးရုံကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,11,ကြာညှပ်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,12,ဆယ်ဇင်းကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,13,လက်ပံကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,14,မကျီးကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,15,အင်းနက်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,16,ဖုန်ကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,17,ကျောက်အိုက်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,သပိတ်ကျင်းမြို့နယ်,18,မိုင်းဒိုင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,1,ဈေးတန်းရပ်ကွက် (ကျောက်ဆည်မြို့)
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,2,ဖောင်ရွာရပ်ကွက် (ကျောက်ဆည်မြို့)
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,3,စုကြီးရပ်ကွက် (ကျောက်ဆည်မြို့)
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,4,ပြည်လုံးနိုင် ရပ်ကွက် (ကျောက်ဆည်မြို့)
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,5,မင်းရပ်-ရပ်ကွက် (ကျောက်ဆည် မြို့)
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,6,ဘောဂ0တီရပ်ကွက် (ကျောက်ဆည်မြို့)
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,7,တောင်နောက် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,8,အင်ဒိုင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,9,သင်တောင်း ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,10,ထန်းဇင်တော်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,11,ငှက္ကတောင် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,12,အရှေ့ငယ်တိုးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,13,ရွှေဒါး ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,14,ရဲဘော်ကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,15,ဖျောက်ဆိပ်ပင် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,16,ကုလားကျောင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,17,ပုထိုးနီ ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,18,ပတ္တာကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,19,ပင်တလည်ကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,20,လက်ပန်ဇင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,21,ပြည်ပန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,22,ကိုးပင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,23,ကင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,24,ဟံမြင့်မိုရ် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,25,ပြည်တော်သာကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,26,ရှမ်းတောင်ဦး ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,27,မှိုင်းပန်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,28,ကလေးကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,29,အရှေ့သာဂရကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,30,သင်္ဂတုံကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,31,တောင်တော်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,32,ပုန်းညက်ကျေးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,33,လယ်ကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,34,ပေါက်ပင်ကွေ့ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,35,ကျားကာကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,36,ခတက်ကုန်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,37,မြေစိုမိုးကောင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,38,သံကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,39,ပဲခင်းကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,40,ပေါင်လောင်ကြီးကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,41,ရွာသစ်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,42,ရေသရောက်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,43,ချောင်းဆုံကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,44,ရဲကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,45,သရက်ပင် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,46,အုန်းကြောကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,47,ဇရစ်ခဲကျေးရွာ အုပ်စု
မန္တလေးတိုင်းဒေသကြီး,1,ကျောက်ဆည်မြို့နယ်,48,ကြောင်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,1,ဆူးကုန်းရပ်ကွက် (ကျောက်ဆည်မြို့)
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,2,ရဲစုရပ်ကွက် (ကျောက်ဆည်မြို့)
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,3,ကြက်မင်းတွန်ရပ်ကွက် (ကျောက်ဆည်မြို့)
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,4,အေးမြကြည်လင်ရပ်ကွက် (ကျောက်ဆည်မြို့)
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,5,ရှားပင် ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,6,ဒွေးလှကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,7,ငါးဆူကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,8,သင်ပျိုကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,9,ကျီးအိပ်ကျေးရွာအုပ်စု
မန္တလေးတိုင်းဒေသကြီး,2,ကျောက်ဆည်မြို့နယ်,10,စင်းကွန်း ကျေးရွာအုပ်စု
